2013 FED Number,2013 FED Name,All votes,Conservative votes,NDP-New Democratic Party votes,Liberal votes,Bloc Quebecois votes,Green Party votes,Other votes,Province and territory numeric code,2013 FED - Population,2003 FED - 2011 Population,Population transferred to 2013 FED
24048,Mirabel,9,3,1,2,2,0,0,24,103536,115180,13080
24048,Mirabel,110,13,37,13,45,1,0,24,103536,115180,13080
24048,Mirabel,884,115,330,52,376,11,0,24,103536,121095,14535
24048,Mirabel,110,22,34,13,40,1,0,24,103536,121095,14535
24048,Mirabel,5315,441,2543,302,1912,117,0,24,103536,121095,14535
24048,Mirabel,9,3,1,3,2,0,0,24,103536,121095,14535
24048,Mirabel,44,6,15,4,19,1,0,24,103536,121095,14535
24049,Montarville,1430,124,522,141,492,12,139,24,95095,129315,16736
24049,Montarville,7532,488,3391,602,2118,119,814,24,95095,129315,16736
24049,Montarville,16,6,3,2,3,0,2,24,95095,129315,16736
24049,Montarville,76,9,20,11,30,1,4,24,95095,129315,16736
24049,Montarville,13,2,5,2,4,0,0,24,95095,105532,48255
24049,Montarville,485,28,189,42,219,7,0,24,95095,105532,48255
24049,Montarville,529,59,207,70,184,9,0,24,95095,105532,48255
24049,Montarville,3592,530,1283,733,954,92,0,24,95095,105532,48255
24049,Montarville,19,3,4,4,6,2,0,24,95095,105532,48255
24049,Montarville,23,4,5,7,7,1,0,24,95095,105532,48255
24049,Montarville,36,7,9,7,13,0,0,24,95095,105532,48255
24049,Montarville,67,14,28,13,12,0,0,24,95095,105532,48255
24049,Montarville,43,3,18,6,15,1,0,24,95095,105532,48255
24049,Montarville,40,3,16,5,15,1,0,24,95095,105532,48255
24049,Montarville,33,6,12,6,9,1,0,24,95095,105532,48255
24049,Montarville,21547,2160,10108,3261,5357,661,0,24,95095,105532,48255
24049,Montarville,69,30,9,14,12,4,0,24,95095,105532,48255
24049,Montarville,440,55,99,91,182,14,0,24,95095,105532,48255
24049,Montarville,2265,222,890,263,850,40,0,24,95095,104355,30104
24049,Montarville,117,20,27,29,34,7,0,24,95095,104355,30104
24049,Montarville,13482,1198,6318,1177,4488,301,0,24,95095,104355,30104
24049,Montarville,27,10,5,6,6,1,0,24,95095,104355,30104
24049,Montarville,282,29,59,32,157,4,0,24,95095,104355,30104
24050,Montcalm,174,20,67,10,73,4,0,24,99518,144141,90869
24050,Montcalm,5420,537,2444,322,1952,165,0,24,99518,144141,90869
24050,Montcalm,137,24,29,32,42,10,0,24,99518,144141,90869
24050,Montcalm,35122,2672,18813,1586,10619,1432,0,24,99518,144141,90869
24050,Montcalm,59,17,9,16,15,2,0,24,99518,144141,90869
24050,Montcalm,219,21,74,21,90,12,0,24,99518,144141,90869
24050,Montcalm,458,45,171,41,191,10,0,24,99518,119855,8649
24050,Montcalm,39,5,12,11,10,1,0,24,99518,119855,8649
24050,Montcalm,3065,207,1590,158,1051,59,0,24,99518,119855,8649
24050,Montcalm,6,2,2,1,1,0,0,24,99518,119855,8649
24050,Montcalm,55,5,17,5,27,1,0,24,99518,119855,8649
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,5640,1996,1697,374,1495,78,0,24,97261,97261,97261
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,999,496,174,198,116,15,0,24,97261,97261,97261
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,40300,14544,15292,2109,7763,592,0,24,97261,97261,97261
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,102,54,18,12,17,1,0,24,97261,97261,97261
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,504,186,104,50,159,5,0,24,97261,97261,97261
24052,Mount Royal,595,159,103,268,43,20,2,24,101258,101273,101258
24052,Mount Royal,5643,2294,662,2405,187,82,13,24,101258,101273,101258
24052,Mount Royal,304,111,21,149,8,3,12,24,101258,101273,101258
24052,Mount Royal,157,27,45,72,10,4,0,24,101258,101273,101258
24052,Mount Royal,31571,10973,6051,12959,870,563,155,24,101258,101273,101258
24052,Mount Royal,58,11,9,32,4,2,0,24,101258,101273,101258
24052,Mount Royal,678,316,72,266,14,9,1,24,101258,101273,101258
24053,Notre-Dame-de-Gr‰ce--Westmount,96,10,35,30,17,4,1,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,2007,335,597,867,86,110,12,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,185,42,22,110,0,7,4,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,131,11,57,51,4,7,1,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,14599,2411,5349,5505,470,750,114,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,50,12,9,19,3,5,2,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,168,20,40,75,22,9,1,24,104410,105306,45118
24053,Notre-Dame-de-Gr‰ce--Westmount,73,11,32,24,5,1,0,24,104410,95357,1201
24053,Notre-Dame-de-Gr‰ce--Westmount,167,42,67,48,5,4,1,24,104410,95357,1201
24053,Notre-Dame-de-Gr‰ce--Westmount,367,97,152,97,12,9,0,24,104410,95357,1201
24053,Notre-Dame-de-Gr‰ce--Westmount,2,0,1,0,0,0,0,24,104410,95357,1201
24053,Notre-Dame-de-Gr‰ce--Westmount,17,2,9,4,2,0,0,24,104410,95357,1201
24053,Notre-Dame-de-Gr‰ce--Westmount,10,3,2,5,0,0,0,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,61,12,17,26,3,3,0,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,614,191,119,277,10,14,3,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,916,250,162,437,37,24,6,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,534,42,203,211,43,33,3,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,2579,423,730,1122,192,103,9,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,49,9,6,28,6,1,0,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,340,65,40,226,5,2,2,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,36,9,9,15,2,1,0,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,110,30,41,30,6,3,1,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,181,27,70,68,10,6,1,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,20710,3707,7732,7498,846,820,107,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,95,17,18,49,3,8,1,24,104410,103263,58091
24053,Notre-Dame-de-Gr‰ce--Westmount,541,101,129,250,28,31,2,24,104410,103263,58091
24054,Outremont,290,9,125,38,106,7,4,24,100916,102342,12882
24054,Outremont,490,27,171,81,188,16,7,24,100916,102342,12882
24054,Outremont,82,3,45,8,21,3,1,24,100916,102342,12882
24054,Outremont,187,4,103,15,59,4,2,24,100916,102342,12882
24054,Outremont,212,9,98,19,78,5,3,24,100916,102342,12882
24054,Outremont,4890,192,2541,600,1340,139,78,24,100916,102342,12882
24054,Outremont,19,2,5,5,5,2,0,24,100916,102342,12882
24054,Outremont,133,9,37,25,56,5,2,24,100916,102342,12882
24054,Outremont,0,0,0,0,0,0,0,24,100916,101273,15
24054,Outremont,1,0,0,0,0,0,0,24,100916,101273,15
24054,Outremont,0,0,0,0,0,0,0,24,100916,101273,15
24054,Outremont,0,0,0,0,0,0,0,24,100916,101273,15
24054,Outremont,257,13,169,42,26,6,2,24,100916,95357,87255
24054,Outremont,406,59,176,132,29,7,2,24,100916,95357,87255
24054,Outremont,373,22,192,105,38,13,4,24,100916,95357,87255
24054,Outremont,3768,253,2050,1006,394,51,14,24,100916,95357,87255
24054,Outremont,4,0,1,3,0,0,0,24,100916,95357,87255
24054,Outremont,142,24,35,62,9,6,6,24,100916,95357,87255
24054,Outremont,0,0,0,0,0,0,0,24,100916,95357,87255
24054,Outremont,123,5,80,24,7,4,3,24,100916,95357,87255
24054,Outremont,277,6,203,34,18,13,3,24,100916,95357,87255
24054,Outremont,28903,2547,16663,6486,2371,614,222,24,100916,95357,87255
24054,Outremont,91,9,51,16,5,8,1,24,100916,95357,87255
24054,Outremont,989,96,507,249,102,27,7,24,100916,95357,87255
24054,Outremont,54,15,10,26,2,1,0,24,100916,103263,764
24054,Outremont,181,39,56,76,5,5,0,24,100916,103263,764
24054,Outremont,1,0,0,1,0,0,0,24,100916,103263,764
24054,Outremont,6,1,1,3,0,0,0,24,100916,103263,764
24055,Papineau,224,11,148,37,22,5,1,24,108977,95357,4695
24055,Papineau,1557,120,740,569,73,27,28,24,108977,95357,4695
24055,Papineau,5,0,3,1,0,0,0,24,108977,95357,4695
24055,Papineau,53,5,27,13,5,1,0,24,108977,95357,4695
24055,Papineau,5810,227,1197,2255,2014,84,33,24,108977,100396,100396
24055,Papineau,248,16,35,141,47,6,3,24,108977,100396,100396
24055,Papineau,35938,1738,10762,13678,8773,705,282,24,108977,100396,100396
24055,Papineau,81,8,15,37,17,2,2,24,108977,100396,100396
24055,Papineau,695,32,93,318,240,9,3,24,108977,100396,100396
24055,Papineau,118,12,34,49,19,2,0,24,108977,108811,3886
24055,Papineau,15,2,7,4,3,0,0,24,108977,108811,3886
24055,Papineau,55,7,18,18,10,1,0,24,108977,108811,3886
24055,Papineau,1082,134,444,281,195,24,4,24,108977,108811,3886
24055,Papineau,3,0,1,2,0,0,0,24,108977,108811,3886
24055,Papineau,8,1,2,4,1,0,0,24,108977,108811,3886
24056,Pierrefonds--Dollard,6375,1851,1745,2221,369,189,0,24,108740,108740,108740
24056,Pierrefonds--Dollard,389,102,86,171,23,7,0,24,108740,108740,108740
24056,Pierrefonds--Dollard,40216,10659,14360,11767,1960,1470,0,24,108740,108740,108740
24056,Pierrefonds--Dollard,87,28,20,32,3,4,0,24,108740,108740,108740
24056,Pierrefonds--Dollard,958,261,179,441,37,40,0,24,108740,108740,108740
24057,Pontiac,229,12,107,52,53,4,0,24,106499,116780,10356
24057,Pontiac,746,53,388,122,174,8,0,24,106499,116780,10356
24057,Pontiac,261,30,152,30,49,1,0,24,106499,116780,10356
24057,Pontiac,4356,312,2682,669,655,38,0,24,106499,116780,10356
24057,Pontiac,25,9,6,5,5,1,0,24,106499,116780,10356
24057,Pontiac,75,6,33,15,19,1,0,24,106499,116780,10356
24057,Pontiac,0,0,0,0,0,0,0,24,106499,124117,20670
24057,Pontiac,91,12,42,28,7,1,0,24,106499,124117,20670
24057,Pontiac,397,24,212,108,48,6,0,24,106499,124117,20670
24057,Pontiac,842,108,431,223,74,6,0,24,106499,124117,20670
24057,Pontiac,1,0,0,0,0,0,0,24,106499,124117,20670
24057,Pontiac,71,12,43,12,3,1,0,24,106499,124117,20670
24057,Pontiac,123,8,84,24,6,1,0,24,106499,124117,20670
24057,Pontiac,214,26,132,42,11,3,0,24,106499,124117,20670
24057,Pontiac,196,25,113,40,16,2,0,24,106499,124117,20670
24057,Pontiac,141,15,95,16,10,6,0,24,106499,124117,20670
24057,Pontiac,310,46,187,60,14,3,0,24,106499,124117,20670
24057,Pontiac,6585,697,4237,1131,440,80,0,24,106499,124117,20670
24057,Pontiac,51,18,12,15,4,1,0,24,106499,124117,20670
24057,Pontiac,147,17,54,48,24,3,0,24,106499,124117,20670
24057,Pontiac,167,42,55,43,20,7,0,24,106499,105733,75473
24057,Pontiac,5873,2157,1712,1274,618,103,9,24,106499,105733,75473
24057,Pontiac,83,41,7,30,2,2,1,24,106499,105733,75473
24057,Pontiac,28784,9286,12898,3516,2480,530,74,24,106499,105733,75473
24057,Pontiac,116,56,12,33,12,3,1,24,106499,105733,75473
24057,Pontiac,485,179,116,110,64,13,2,24,106499,105733,75473
24058,Portneuf--Jacques-Cartier,8931,0,2897,614,2675,150,2595,24,104394,104394,104394
24058,Portneuf--Jacques-Cartier,401,0,107,75,68,22,129,24,104394,104394,104394
24058,Portneuf--Jacques-Cartier,42269,0,19176,2679,7756,1081,11577,24,104394,104394,104394
24058,Portneuf--Jacques-Cartier,436,0,110,56,55,20,195,24,104394,104394,104394
24058,Portneuf--Jacques-Cartier,431,0,97,39,191,6,98,24,104394,104394,104394
24059,Quebec,0,0,0,0,0,0,0,24,96525,104060,0
24059,Quebec,1,0,0,0,0,0,0,24,96525,104060,0
24059,Quebec,0,0,0,0,0,0,0,24,96525,104060,0
24059,Quebec,0,0,0,0,0,0,0,24,96525,104060,0
24059,Quebec,3,0,1,0,1,0,0,24,96525,104060,0
24059,Quebec,0,0,0,0,0,0,0,24,96525,104060,0
24059,Quebec,0,0,0,0,0,0,0,24,96525,104060,0
24059,Quebec,9655,1881,3324,1076,3192,149,33,24,96525,96525,96525
24059,Quebec,812,210,179,240,147,15,21,24,96525,96525,96525
24059,Quebec,41150,7010,18743,3295,10976,958,168,24,96525,96525,96525
24059,Quebec,286,131,46,35,66,6,2,24,96525,96525,96525
24059,Quebec,611,98,101,89,303,16,4,24,96525,96525,96525
24060,Repentigny,7516,635,3441,773,2582,85,0,24,111191,119855,111191
24060,Repentigny,79,10,24,23,19,3,0,24,111191,119855,111191
24060,Repentigny,361,54,124,68,98,17,0,24,111191,119855,111191
24060,Repentigny,49469,3545,26492,3662,14887,883,0,24,111191,119855,111191
24060,Repentigny,88,34,20,15,15,4,0,24,111191,119855,111191
24060,Repentigny,751,64,238,73,361,15,0,24,111191,119855,111191
24061,Richmond--Arthabaska,7186,1792,2142,599,2555,98,0,24,103897,103887,103887
24061,Richmond--Arthabaska,931,372,152,174,212,21,0,24,103897,103887,103887
24061,Richmond--Arthabaska,44180,10717,14838,2816,14849,960,0,24,103897,103887,103887
24061,Richmond--Arthabaska,122,50,29,21,20,2,0,24,103897,103887,103887
24061,Richmond--Arthabaska,884,214,155,101,397,17,0,24,103897,103887,103887
24062,Riviere-des-Mille-ëles,1329,183,568,250,301,27,0,24,102816,115283,14294
24062,Riviere-des-Mille-ëles,38,4,14,8,13,0,0,24,102816,115283,14294
24062,Riviere-des-Mille-ëles,6325,766,3181,887,1336,155,0,24,102816,115283,14294
24062,Riviere-des-Mille-ëles,9,3,2,3,1,0,0,24,102816,115283,14294
24062,Riviere-des-Mille-ëles,107,17,31,18,38,2,0,24,102816,115283,14294
24062,Riviere-des-Mille-ëles,5984,751,2470,899,1759,105,0,24,102816,104211,88522
24062,Riviere-des-Mille-ëles,20,4,3,5,5,3,0,24,102816,104211,88522
24062,Riviere-des-Mille-ëles,71,17,16,22,15,1,0,24,102816,104211,88522
24062,Riviere-des-Mille-ëles,37824,3572,19319,3604,10404,925,0,24,102816,104211,88522
24062,Riviere-des-Mille-ëles,61,22,12,10,12,4,0,24,102816,104211,88522
24062,Riviere-des-Mille-ëles,673,60,141,113,339,20,0,24,102816,104211,88522
24063,Riviere-du-Nord,7270,791,3426,624,2305,124,0,24,102085,115180,102085
24063,Riviere-du-Nord,170,25,46,46,49,4,0,24,102085,115180,102085
24063,Riviere-du-Nord,39253,3074,22491,2284,10692,712,0,24,102085,115180,102085
24063,Riviere-du-Nord,77,24,12,17,21,4,0,24,102085,115180,102085
24063,Riviere-du-Nord,926,108,316,107,383,13,0,24,102085,115180,102085
24064,Rosemont--La Petite-Patrie,32,2,21,5,3,1,0,24,106293,95357,480
24064,Rosemont--La Petite-Patrie,198,7,135,24,25,6,1,24,106293,95357,480
24064,Rosemont--La Petite-Patrie,1,0,0,0,0,0,0,24,106293,95357,480
24064,Rosemont--La Petite-Patrie,7,1,3,2,1,0,0,24,106293,95357,480
24064,Rosemont--La Petite-Patrie,7940,381,3323,899,3144,122,71,24,106293,105813,105813
24064,Rosemont--La Petite-Patrie,359,44,86,110,89,6,24,24,106293,105813,105813
24064,Rosemont--La Petite-Patrie,44616,1855,23717,3752,14088,750,454,24,106293,105813,105813
24064,Rosemont--La Petite-Patrie,117,23,25,35,27,6,1,24,106293,105813,105813
24064,Rosemont--La Petite-Patrie,858,25,333,124,354,15,7,24,106293,105813,105813
24065,Marc-Aurele-Fortin,167,23,64,32,47,1,0,24,96082,110650,2261
24065,Marc-Aurele-Fortin,15,2,7,3,4,0,0,24,96082,110650,2261
24065,Marc-Aurele-Fortin,65,4,31,6,23,0,1,24,96082,110650,2261
24065,Marc-Aurele-Fortin,162,11,85,27,36,2,1,24,96082,110650,2261
24065,Marc-Aurele-Fortin,304,31,144,59,64,5,1,24,96082,110650,2261
24065,Marc-Aurele-Fortin,500,47,232,84,129,5,3,24,96082,110650,2261
24065,Marc-Aurele-Fortin,2,0,0,1,0,0,0,24,96082,110650,2261
24065,Marc-Aurele-Fortin,13,2,2,5,4,0,0,24,96082,110650,2261
24065,Marc-Aurele-Fortin,2,0,1,0,0,0,0,24,96082,110376,29235
24065,Marc-Aurele-Fortin,117,20,43,30,24,1,0,24,96082,110376,29235
24065,Marc-Aurele-Fortin,284,41,101,56,81,4,1,24,96082,110376,29235
24065,Marc-Aurele-Fortin,1588,318,480,213,312,263,2,24,96082,110376,29235
24065,Marc-Aurele-Fortin,12,1,6,2,2,0,0,24,96082,110376,29235
24065,Marc-Aurele-Fortin,12210,1407,5856,1868,2773,250,56,24,96082,110376,29235
24065,Marc-Aurele-Fortin,21,7,2,7,5,1,0,24,96082,110376,29235
24065,Marc-Aurele-Fortin,194,22,47,64,59,2,1,24,96082,110376,29235
24065,Marc-Aurele-Fortin,0,0,0,0,0,0,0,24,96082,124527,8586
24065,Marc-Aurele-Fortin,155,19,76,19,39,2,1,24,96082,124527,8586
24065,Marc-Aurele-Fortin,366,57,137,68,100,1,3,24,96082,124527,8586
24065,Marc-Aurele-Fortin,3,0,1,1,0,0,0,24,96082,124527,8586
24065,Marc-Aurele-Fortin,3523,339,1986,487,607,84,20,24,96082,124527,8586
24065,Marc-Aurele-Fortin,4,1,1,1,0,0,0,24,96082,124527,8586
24065,Marc-Aurele-Fortin,39,7,13,11,7,1,0,24,96082,124527,8586
24065,Marc-Aurele-Fortin,3652,349,1603,493,1153,54,0,24,96082,115283,56000
24065,Marc-Aurele-Fortin,228,40,61,66,57,4,0,24,96082,115283,56000
24065,Marc-Aurele-Fortin,23221,2083,12055,2865,5799,419,0,24,96082,115283,56000
24065,Marc-Aurele-Fortin,34,12,7,10,5,0,0,24,96082,115283,56000
24065,Marc-Aurele-Fortin,391,61,115,67,141,7,0,24,96082,115283,56000
24066,Saint-Hyacinthe--Bagot,5757,1105,2545,387,1635,85,0,24,99629,99629,99629
24066,Saint-Hyacinthe--Bagot,737,236,226,121,132,22,0,24,99629,99629,99629
24066,Saint-Hyacinthe--Bagot,44309,6617,23989,2185,10649,869,0,24,99629,99629,99629
24066,Saint-Hyacinthe--Bagot,109,34,24,12,32,7,0,24,99629,99629,99629
24066,Saint-Hyacinthe--Bagot,588,116,179,79,203,11,0,24,99629,99629,99629
24067,Saint-Jean,7752,999,3260,926,2411,156,0,24,108244,108244,108244
24067,Saint-Jean,433,96,94,101,127,15,0,24,108244,108244,108244
24067,Saint-Jean,43337,4295,21394,3475,13039,1134,0,24,108244,108244,108244
24067,Saint-Jean,224,110,28,33,49,4,0,24,108244,108244,108244
24067,Saint-Jean,793,103,167,109,397,17,0,24,108244,108244,108244
24068,Saint-Laurent,53,10,10,27,5,1,0,24,93842,117950,93842
24068,Saint-Laurent,189,22,24,120,21,2,0,24,93842,117950,93842
24068,Saint-Laurent,4570,1006,1019,2085,374,74,12,24,93842,117950,93842
24068,Saint-Laurent,56,7,9,29,8,1,1,24,93842,117950,93842
24068,Saint-Laurent,349,63,56,202,24,3,1,24,93842,117950,93842
24068,Saint-Laurent,26774,5010,8232,11203,1616,590,123,24,93842,117950,93842
24068,Saint-Laurent,47,8,9,25,2,3,0,24,93842,117950,93842
24068,Saint-Laurent,429,81,78,223,38,6,3,24,93842,117950,93842
24069,Saint-Leonard--Saint-Michel,116,12,26,27,48,1,2,24,110649,100840,4027
24069,Saint-Leonard--Saint-Michel,1394,157,452,555,195,21,14,24,110649,100840,4027
24069,Saint-Leonard--Saint-Michel,3,1,1,1,0,0,0,24,110649,100840,4027
24069,Saint-Leonard--Saint-Michel,35,1,5,8,20,0,0,24,110649,100840,4027
24069,Saint-Leonard--Saint-Michel,17,3,6,3,5,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,87,8,41,7,28,1,1,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,36,3,5,26,1,1,1,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,15,1,8,2,3,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,20,2,9,2,6,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,22,2,11,2,6,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,21,1,9,3,7,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,29,4,12,4,8,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,23,1,11,3,8,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,44,4,21,6,12,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,48,4,24,8,10,1,1,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,52,10,20,11,10,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,83,5,44,15,18,0,1,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,191,20,102,34,32,3,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,3,0,1,1,1,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,11,0,4,2,5,0,0,24,110649,102114,1697
24069,Saint-Leonard--Saint-Michel,194,21,57,82,31,4,1,24,110649,108811,104925
24069,Saint-Leonard--Saint-Michel,2827,390,864,1157,374,38,4,24,110649,108811,104925
24069,Saint-Leonard--Saint-Michel,112,15,38,37,22,1,0,24,110649,108811,104925
24069,Saint-Leonard--Saint-Michel,157,21,68,38,27,2,0,24,110649,108811,104925
24069,Saint-Leonard--Saint-Michel,31404,4357,10118,13525,2675,576,153,24,110649,108811,104925
24069,Saint-Leonard--Saint-Michel,79,11,14,46,7,1,0,24,110649,108811,104925
24069,Saint-Leonard--Saint-Michel,212,20,55,97,32,8,0,24,110649,108811,104925
24070,Saint-Maurice--Champlain,8112,1427,2880,1181,2521,103,0,24,110273,95944,95944
24070,Saint-Maurice--Champlain,430,76,94,115,134,11,0,24,110273,95944,95944
24070,Saint-Maurice--Champlain,37943,6634,15420,4127,10936,826,0,24,110273,95944,95944
24070,Saint-Maurice--Champlain,142,53,29,24,31,5,0,24,110273,95944,95944
24070,Saint-Maurice--Champlain,1051,257,205,223,339,27,0,24,110273,95944,95944
24070,Saint-Maurice--Champlain,2,0,1,0,1,0,0,24,110273,96880,14329
24070,Saint-Maurice--Champlain,689,93,370,34,174,14,4,24,110273,96880,14329
24070,Saint-Maurice--Champlain,676,93,350,40,170,15,8,24,110273,96880,14329
24070,Saint-Maurice--Champlain,33,6,13,11,3,1,0,24,110273,96880,14329
24070,Saint-Maurice--Champlain,53,10,14,12,15,3,2,24,110273,96880,14329
24070,Saint-Maurice--Champlain,9,1,6,1,2,0,0,24,110273,96880,14329
24070,Saint-Maurice--Champlain,270,46,147,14,58,3,3,24,110273,96880,14329
24070,Saint-Maurice--Champlain,5610,723,3212,231,1264,110,70,24,110273,96880,14329
24070,Saint-Maurice--Champlain,27,9,5,4,7,0,0,24,110273,96880,14329
24070,Saint-Maurice--Champlain,129,24,31,14,57,2,2,24,110273,96880,14329
24071,Salaberry--Suro”t,237,66,85,42,36,8,0,24,107036,109381,79588
24071,Salaberry--Suro”t,265,43,97,29,89,7,0,24,107036,109381,79588
24071,Salaberry--Suro”t,6931,1071,2546,750,2468,96,0,24,107036,109381,79588
24071,Salaberry--Suro”t,324,68,67,92,90,7,0,24,107036,109381,79588
24071,Salaberry--Suro”t,21,4,9,1,7,1,0,24,107036,109381,79588
24071,Salaberry--Suro”t,205,54,88,25,29,9,0,24,107036,109381,79588
24071,Salaberry--Suro”t,191,19,91,17,61,4,0,24,107036,109381,79588
24071,Salaberry--Suro”t,31524,3848,14435,2221,10465,555,0,24,107036,109381,79588
24071,Salaberry--Suro”t,85,25,10,13,29,7,0,24,107036,109381,79588
24071,Salaberry--Suro”t,499,62,75,54,301,7,0,24,107036,109381,79588
24071,Salaberry--Suro”t,1866,220,672,222,729,23,0,24,107036,139353,27448
24071,Salaberry--Suro”t,33,8,5,12,7,1,0,24,107036,139353,27448
24071,Salaberry--Suro”t,57,20,20,5,11,1,0,24,107036,139353,27448
24071,Salaberry--Suro”t,11587,1309,5308,885,3826,259,0,24,107036,139353,27448
24071,Salaberry--Suro”t,21,5,4,5,5,1,0,24,107036,139353,27448
24071,Salaberry--Suro”t,163,28,34,21,74,5,0,24,107036,139353,27448
24072,Shefford,1,0,0,0,0,0,0,24,107538,98632,16
24072,Shefford,6,0,2,1,2,0,0,24,107538,98632,16
