2013 FED Number,2013 FED Name,All votes,Conservative votes,NDP-New Democratic Party votes,Liberal votes,Bloc Quebecois votes,Green Party votes,Other votes,Province and territory numeric code,2013 FED - Population,2003 FED - 2011 Population,Population transferred to 2013 FED
24026,Gaspesie--Les ëles-de-la-Madeleine,13,3,1,6,4,0,0,24,78833,71389,12088
24026,Gaspesie--Les ëles-de-la-Madeleine,73,16,5,38,14,0,0,24,78833,71389,12088
24026,Gaspesie--Les ëles-de-la-Madeleine,4227,1195,687,1026,1237,82,0,24,78833,71389,12088
24026,Gaspesie--Les ëles-de-la-Madeleine,19,6,2,3,7,0,0,24,78833,71389,12088
24026,Gaspesie--Les ëles-de-la-Madeleine,101,13,7,48,30,2,0,24,78833,71389,12088
24027,Gatineau,3,0,2,1,1,0,0,24,106424,116780,106424
24027,Gatineau,183,10,86,42,43,3,0,24,106424,116780,106424
24027,Gatineau,8780,751,4920,1564,1468,77,0,24,106424,116780,106424
24027,Gatineau,218,31,77,76,34,0,0,24,106424,116780,106424
24027,Gatineau,12,1,7,1,2,0,0,24,106424,116780,106424
24027,Gatineau,41079,3159,26389,5185,5854,492,0,24,106424,116780,106424
24027,Gatineau,262,92,60,48,55,6,0,24,106424,116780,106424
24027,Gatineau,798,66,353,165,207,8,0,24,106424,116780,106424
24028,Hochelaga,552,53,263,46,176,9,6,24,103436,102114,89199
24028,Hochelaga,451,67,169,80,126,7,2,24,103436,102114,89199
24028,Hochelaga,3467,182,1464,395,1322,57,47,24,103436,102114,89199
24028,Hochelaga,36,3,5,26,1,1,1,24,103436,102114,89199
24028,Hochelaga,327,48,94,76,93,4,12,24,103436,102114,89199
24028,Hochelaga,17,2,9,3,3,0,0,24,103436,102114,89199
24028,Hochelaga,101,6,53,18,22,1,1,24,103436,102114,89199
24028,Hochelaga,70,13,27,16,14,1,0,24,103436,102114,89199
24028,Hochelaga,125,12,63,20,27,1,2,24,103436,102114,89199
24028,Hochelaga,128,13,61,18,36,0,1,24,103436,102114,89199
24028,Hochelaga,116,6,53,16,41,0,0,24,103436,102114,89199
24028,Hochelaga,190,26,80,26,55,2,2,24,103436,102114,89199
24028,Hochelaga,161,11,70,20,55,4,2,24,103436,102114,89199
24028,Hochelaga,189,18,96,22,51,2,1,24,103436,102114,89199
24028,Hochelaga,182,15,83,21,55,4,5,24,103436,102114,89199
24028,Hochelaga,199,20,106,30,42,1,1,24,103436,102114,89199
24028,Hochelaga,33802,2273,16701,3528,10296,589,415,24,103436,102114,89199
24028,Hochelaga,142,23,39,37,42,1,1,24,103436,102114,89199
24028,Hochelaga,611,25,201,89,282,9,5,24,103436,102114,89199
24028,Hochelaga,20,3,6,7,4,0,0,24,103436,109827,5790
24028,Hochelaga,315,36,96,85,91,4,3,24,103436,109827,5790
24028,Hochelaga,25,5,3,11,4,1,1,24,103436,109827,5790
24028,Hochelaga,72,7,28,16,19,0,2,24,103436,109827,5790
24028,Hochelaga,2424,220,1030,474,646,39,15,24,103436,109827,5790
24028,Hochelaga,4,1,1,1,1,0,0,24,103436,109827,5790
24028,Hochelaga,23,3,4,10,5,1,0,24,103436,109827,5790
24028,Hochelaga,165,17,61,20,64,2,0,24,103436,99894,8447
24028,Hochelaga,355,44,142,52,112,3,2,24,103436,99894,8447
24028,Hochelaga,1,0,0,0,0,0,0,24,103436,99894,8447
24028,Hochelaga,37,3,16,6,12,1,0,24,103436,99894,8447
24028,Hochelaga,45,6,25,6,7,1,0,24,103436,99894,8447
24028,Hochelaga,58,3,23,8,21,2,0,24,103436,99894,8447
24028,Hochelaga,94,8,42,8,34,1,1,24,103436,99894,8447
24028,Hochelaga,2686,226,1301,347,752,41,19,24,103436,99894,8447
24028,Hochelaga,11,2,2,2,4,0,0,24,103436,99894,8447
24028,Hochelaga,30,3,8,4,14,1,0,24,103436,99894,8447
24029,Honore-Mercier,0,0,0,0,0,0,0,24,102587,100453,10615
24029,Honore-Mercier,8,1,2,4,2,0,0,24,102587,100453,10615
24029,Honore-Mercier,91,10,19,42,19,1,0,24,102587,100453,10615
24029,Honore-Mercier,314,38,86,143,43,3,1,24,102587,100453,10615
24029,Honore-Mercier,11,2,2,5,1,0,0,24,102587,100453,10615
24029,Honore-Mercier,76,5,24,30,15,2,0,24,102587,100453,10615
24029,Honore-Mercier,0,0,0,0,0,0,0,24,102587,100453,10615
24029,Honore-Mercier,92,13,35,30,11,2,1,24,102587,100453,10615
24029,Honore-Mercier,175,20,53,66,32,4,0,24,102587,100453,10615
24029,Honore-Mercier,4333,494,1445,1782,524,77,11,24,102587,100453,10615
24029,Honore-Mercier,13,2,3,6,2,1,0,24,102587,100453,10615
24029,Honore-Mercier,70,4,11,37,16,1,0,24,102587,100453,10615
24029,Honore-Mercier,57,7,17,16,16,1,0,24,102587,109827,91972
24029,Honore-Mercier,116,9,33,31,42,1,0,24,102587,109827,91972
24029,Honore-Mercier,191,10,61,54,65,1,0,24,102587,109827,91972
24029,Honore-Mercier,663,112,207,221,116,3,4,24,102587,109827,91972
24029,Honore-Mercier,4641,618,1294,1773,886,53,17,24,102587,109827,91972
24029,Honore-Mercier,74,9,18,28,14,4,3,24,102587,109827,91972
24029,Honore-Mercier,162,30,36,57,27,5,7,24,102587,109827,91972
24029,Honore-Mercier,2,0,1,0,1,0,0,24,102587,109827,91972
24029,Honore-Mercier,3,0,1,1,1,0,0,24,102587,109827,91972
24029,Honore-Mercier,4,0,2,1,1,0,0,24,102587,109827,91972
24029,Honore-Mercier,225,28,89,58,45,3,2,24,102587,109827,91972
24029,Honore-Mercier,165,9,72,41,42,2,0,24,102587,109827,91972
24029,Honore-Mercier,210,24,83,50,49,4,1,24,102587,109827,91972
24029,Honore-Mercier,32900,4347,12188,10431,5137,547,250,24,102587,109827,91972
24029,Honore-Mercier,65,16,13,21,14,1,0,24,102587,109827,91972
24029,Honore-Mercier,358,49,61,155,84,10,0,24,102587,109827,91972
24030,Hull--Aylmer,90,11,46,24,8,1,0,24,103447,124117,103447
24030,Hull--Aylmer,369,22,196,100,45,5,0,24,103447,124117,103447
24030,Hull--Aylmer,515,68,238,162,40,8,0,24,103447,124117,103447
24030,Hull--Aylmer,593,57,311,163,53,9,0,24,103447,124117,103447
24030,Hull--Aylmer,6556,668,3209,1784,776,119,0,24,103447,124117,103447
24030,Hull--Aylmer,972,118,411,342,82,19,0,24,103447,124117,103447
24030,Hull--Aylmer,3,0,2,1,0,0,0,24,103447,124117,103447
24030,Hull--Aylmer,33,3,22,4,2,1,0,24,103447,124117,103447
24030,Hull--Aylmer,47,6,27,10,4,0,0,24,103447,124117,103447
24030,Hull--Aylmer,127,16,78,25,6,2,0,24,103447,124117,103447
24030,Hull--Aylmer,110,7,75,22,5,1,0,24,103447,124117,103447
24030,Hull--Aylmer,255,43,155,44,10,3,0,24,103447,124117,103447
24030,Hull--Aylmer,301,20,209,52,19,2,0,24,103447,124117,103447
24030,Hull--Aylmer,39160,3806,24189,7205,3145,815,0,24,103447,124117,103447
24030,Hull--Aylmer,294,106,72,86,24,7,0,24,103447,124117,103447
24030,Hull--Aylmer,853,99,312,280,143,20,0,24,103447,124117,103447
24031,Joliette,141,15,62,9,52,3,0,24,100683,113140,100668
24031,Joliette,8470,1020,3396,819,3009,226,0,24,100683,113140,100668
24031,Joliette,268,41,67,69,79,12,0,24,100683,113140,100668
24031,Joliette,7,0,3,1,2,0,0,24,100683,113140,100668
24031,Joliette,41320,3760,20151,2276,13371,1762,0,24,100683,113140,100668
24031,Joliette,102,23,21,20,35,4,0,24,100683,113140,100668
24031,Joliette,442,60,113,50,203,18,0,24,100683,113140,100668
24032,Jonquiere,1,0,0,0,0,0,0,24,87596,96857,15356
24032,Jonquiere,121,37,35,7,40,1,1,24,87596,96857,15356
24032,Jonquiere,348,108,92,13,131,3,2,24,87596,96857,15356
24032,Jonquiere,417,125,138,22,127,4,1,24,87596,96857,15356
24032,Jonquiere,5,1,2,0,1,0,0,24,87596,96857,15356
24032,Jonquiere,15,3,7,1,4,0,0,24,87596,96857,15356
24032,Jonquiere,148,39,57,7,43,1,1,24,87596,96857,15356
24032,Jonquiere,158,35,73,10,35,4,2,24,87596,96857,15356
24032,Jonquiere,175,45,83,7,37,4,0,24,87596,96857,15356
24032,Jonquiere,6316,1405,2685,291,1786,105,44,24,87596,96857,15356
24032,Jonquiere,51,31,7,4,8,1,1,24,87596,96857,15356
24032,Jonquiere,107,36,14,10,45,2,0,24,87596,96857,15356
24032,Jonquiere,3895,1602,1220,103,933,37,0,24,87596,99258,68354
24032,Jonquiere,299,188,49,16,37,9,0,24,87596,99258,68354
24032,Jonquiere,31933,11308,14558,581,5106,380,0,24,87596,99258,68354
24032,Jonquiere,154,90,22,11,25,6,0,24,87596,99258,68354
24032,Jonquiere,563,266,115,17,158,7,0,24,87596,99258,68354
24032,Jonquiere,141,48,33,6,54,0,0,24,87596,78765,3886
24032,Jonquiere,22,10,2,3,7,1,0,24,87596,78765,3886
24032,Jonquiere,1748,532,632,152,396,36,0,24,87596,78765,3886
24032,Jonquiere,6,3,1,1,1,0,0,24,87596,78765,3886
24032,Jonquiere,32,14,4,2,11,0,0,24,87596,78765,3886
24033,La Pointe-de-l'ële,88,15,28,29,15,0,1,24,103512,109827,12065
24033,La Pointe-de-l'ële,304,17,96,85,103,2,1,24,103512,109827,12065
24033,La Pointe-de-l'ële,409,30,118,108,149,2,2,24,103512,109827,12065
24033,La Pointe-de-l'ële,99,14,21,39,18,5,4,24,103512,109827,12065
24033,La Pointe-de-l'ële,94,15,25,23,27,2,2,24,103512,109827,12065
24033,La Pointe-de-l'ële,13,1,5,3,3,0,0,24,103512,109827,12065
24033,La Pointe-de-l'ële,26,1,11,6,7,0,0,24,103512,109827,12065
24033,La Pointe-de-l'ële,52,7,20,13,10,1,1,24,103512,109827,12065
24033,La Pointe-de-l'ële,123,13,48,27,32,0,3,24,103512,109827,12065
24033,La Pointe-de-l'ële,131,14,52,31,33,1,0,24,103512,109827,12065
24033,La Pointe-de-l'ële,234,10,103,45,71,3,2,24,103512,109827,12065
24033,La Pointe-de-l'ële,178,10,83,28,52,3,2,24,103512,109827,12065
24033,La Pointe-de-l'ële,3708,294,1582,640,1093,70,29,24,103512,109827,12065
24033,La Pointe-de-l'ële,9,2,2,3,2,0,0,24,103512,109827,12065
24033,La Pointe-de-l'ële,47,6,8,20,11,1,0,24,103512,109827,12065
24033,La Pointe-de-l'ële,82,10,33,12,26,1,0,24,103512,99894,91447
24033,La Pointe-de-l'ële,303,32,113,36,117,5,1,24,103512,99894,91447
24033,La Pointe-de-l'ële,5153,413,2203,501,1947,74,15,24,103512,99894,91447
24033,La Pointe-de-l'ële,472,69,124,113,144,12,10,24,103512,99894,91447
24033,La Pointe-de-l'ële,57,5,26,5,20,1,0,24,103512,99894,91447
24033,La Pointe-de-l'ële,75,3,31,11,28,2,1,24,103512,99894,91447
24033,La Pointe-de-l'ële,107,14,58,14,17,4,0,24,103512,99894,91447
24033,La Pointe-de-l'ële,95,6,41,14,31,1,1,24,103512,99894,91447
24033,La Pointe-de-l'ële,154,11,78,12,53,1,0,24,103512,99894,91447
24033,La Pointe-de-l'ële,37203,2729,18589,3128,11866,732,159,24,103512,99894,91447
24033,La Pointe-de-l'ële,124,26,26,21,47,3,2,24,103512,99894,91447
24033,La Pointe-de-l'ële,345,34,91,49,159,10,2,24,103512,99894,91447
24034,La Prairie,4250,512,1590,1047,1048,48,5,24,99811,128001,48728
24034,La Prairie,83,21,20,21,18,0,3,24,99811,128001,48728
24034,La Prairie,20753,2103,10086,3695,4518,325,26,24,99811,128001,48728
24034,La Prairie,37,14,4,11,6,1,0,24,99811,128001,48728
24034,La Prairie,391,51,73,168,96,2,0,24,99811,128001,48728
24034,La Prairie,3763,404,1713,359,1239,42,6,24,99811,113459,51083
24034,La Prairie,21092,1636,11751,1351,5996,308,50,24,99811,113459,51083
24034,La Prairie,47,18,4,9,12,4,0,24,99811,113459,51083
24034,La Prairie,237,27,67,35,101,5,1,24,99811,113459,51083
24035,Lac-Saint-Jean,1437,513,479,43,390,12,0,24,105783,99258,30904
24035,Lac-Saint-Jean,257,111,58,22,61,5,0,24,105783,99258,30904
24035,Lac-Saint-Jean,13864,4334,6339,237,2763,191,0,24,105783,99258,30904
24035,Lac-Saint-Jean,68,40,10,5,11,2,0,24,105783,99258,30904
24035,Lac-Saint-Jean,248,117,50,8,70,3,0,24,105783,99258,30904
24035,Lac-Saint-Jean,5563,2891,993,276,1365,38,0,24,105783,78765,74879
24035,Lac-Saint-Jean,56,25,6,6,16,2,0,24,105783,78765,74879
24035,Lac-Saint-Jean,963,577,107,116,151,12,0,24,105783,78765,74879
24035,Lac-Saint-Jean,31074,13992,9301,993,6330,458,0,24,105783,78765,74879
24035,Lac-Saint-Jean,127,59,25,15,24,4,0,24,105783,78765,74879
24035,Lac-Saint-Jean,633,287,78,45,222,2,0,24,105783,78765,74879
24036,Lac-Saint-Louis,8327,2644,1826,3257,298,302,0,24,108795,108436,108436
24036,Lac-Saint-Louis,239,74,43,104,13,5,0,24,108795,108436,108436
24036,Lac-Saint-Louis,44791,12442,14255,14763,1363,1968,0,24,108795,108436,108436
24036,Lac-Saint-Louis,76,30,8,29,2,7,0,24,108795,108436,108436
24036,Lac-Saint-Louis,675,204,121,304,13,33,0,24,108795,108436,108436
24036,Lac-Saint-Louis,35,7,12,13,1,1,0,24,108795,105306,359
24036,Lac-Saint-Louis,117,33,47,31,3,3,0,24,108795,105306,359
24036,Lac-Saint-Louis,0,0,0,0,0,0,0,24,108795,105306,359
24036,Lac-Saint-Louis,1,0,0,1,0,0,0,24,108795,105306,359
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,115821,52519
24037,LaSalle--emard--Verdun,4017,378,1402,752,1380,97,8,24,105317,115821,52519
24037,LaSalle--emard--Verdun,112,19,33,27,24,7,2,24,105317,115821,52519
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,115821,52519
24037,LaSalle--emard--Verdun,20011,1553,9774,2470,5635,535,44,24,105317,115821,52519
24037,LaSalle--emard--Verdun,74,14,18,27,11,3,0,24,105317,115821,52519
24037,LaSalle--emard--Verdun,417,27,91,167,125,7,0,24,105317,115821,52519
24037,LaSalle--emard--Verdun,54,9,18,19,8,1,0,24,105317,99845,52788
24037,LaSalle--emard--Verdun,318,45,123,112,35,2,2,24,105317,99845,52788
24037,LaSalle--emard--Verdun,3503,458,1330,949,674,70,22,24,105317,99845,52788
24037,LaSalle--emard--Verdun,139,19,25,59,21,6,9,24,105317,99845,52788
24037,LaSalle--emard--Verdun,19956,2186,9195,4272,3487,513,303,24,105317,99845,52788
24037,LaSalle--emard--Verdun,48,16,5,14,8,3,1,24,105317,99845,52788
24037,LaSalle--emard--Verdun,212,35,56,70,45,4,1,24,105317,99845,52788
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,105306,0
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,105306,0
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,105306,0
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,105306,0
24037,LaSalle--emard--Verdun,1,0,0,0,0,0,0,24,105317,103263,10
24037,LaSalle--emard--Verdun,3,0,1,1,0,0,0,24,105317,103263,10
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,103263,10
24037,LaSalle--emard--Verdun,0,0,0,0,0,0,0,24,105317,103263,10
24038,Laurentides--Labelle,10216,1144,3753,1659,3433,203,24,24,111357,111342,111342
24038,Laurentides--Labelle,795,121,194,194,245,35,6,24,111357,111342,111342
24038,Laurentides--Labelle,44150,3846,20510,4889,13632,1157,116,24,111357,111342,111342
24038,Laurentides--Labelle,129,30,29,37,26,5,2,24,111357,111342,111342
24038,Laurentides--Labelle,1296,105,314,390,463,23,1,24,111357,111342,111342
24039,Laurier--Sainte-Marie,604,24,298,56,212,10,4,24,107034,102114,11218
24039,Laurier--Sainte-Marie,4058,212,2023,378,1300,89,56,24,107034,102114,11218
24039,Laurier--Sainte-Marie,18,3,5,5,5,0,0,24,107034,102114,11218
24039,Laurier--Sainte-Marie,76,3,25,11,35,1,1,24,107034,102114,11218
24039,Laurier--Sainte-Marie,204,11,71,34,79,6,3,24,107034,102342,87901
24039,Laurier--Sainte-Marie,159,5,69,21,59,4,2,24,107034,102342,87901
24039,Laurier--Sainte-Marie,595,48,218,108,204,11,7,24,107034,102342,87901
24039,Laurier--Sainte-Marie,4966,149,1840,544,2264,114,55,24,107034,102342,87901
24039,Laurier--Sainte-Marie,31,1,14,3,11,1,1,24,107034,102342,87901
24039,Laurier--Sainte-Marie,74,1,41,6,24,1,1,24,107034,102342,87901
24039,Laurier--Sainte-Marie,132,6,72,12,35,6,2,24,107034,102342,87901
24039,Laurier--Sainte-Marie,122,28,40,23,21,3,7,24,107034,102342,87901
24039,Laurier--Sainte-Marie,35791,1136,17282,3112,12824,945,492,24,107034,102342,87901
24039,Laurier--Sainte-Marie,124,11,30,32,36,13,3,24,107034,102342,87901
24039,Laurier--Sainte-Marie,884,58,247,165,371,31,12,24,107034,102342,87901
24039,Laurier--Sainte-Marie,57,3,29,16,6,2,1,24,107034,95357,1077
24039,Laurier--Sainte-Marie,4,0,1,3,0,0,0,24,107034,95357,1077
24039,Laurier--Sainte-Marie,32,1,23,4,2,2,0,24,107034,95357,1077
24039,Laurier--Sainte-Marie,30,1,12,14,0,2,0,24,107034,95357,1077
24039,Laurier--Sainte-Marie,140,6,91,28,7,5,3,24,107034,95357,1077
24039,Laurier--Sainte-Marie,219,15,137,41,12,13,1,24,107034,95357,1077
24039,Laurier--Sainte-Marie,1,0,1,0,0,0,0,24,107034,95357,1077
24039,Laurier--Sainte-Marie,15,1,8,4,2,0,0,24,107034,95357,1077
24039,Laurier--Sainte-Marie,79,11,20,35,11,1,0,24,107034,103263,6838
24039,Laurier--Sainte-Marie,423,31,161,150,59,19,5,24,107034,103263,6838
24039,Laurier--Sainte-Marie,147,30,35,69,11,3,1,24,107034,103263,6838
24039,Laurier--Sainte-Marie,60,8,27,15,5,4,1,24,107034,103263,6838
24039,Laurier--Sainte-Marie,107,16,51,28,8,2,1,24,107034,103263,6838
24039,Laurier--Sainte-Marie,70,8,28,19,13,1,0,24,107034,103263,6838
24039,Laurier--Sainte-Marie,1800,177,833,481,236,55,18,24,107034,103263,6838
24039,Laurier--Sainte-Marie,11,2,2,6,0,1,0,24,107034,103263,6838
24039,Laurier--Sainte-Marie,65,12,16,30,3,4,0,24,107034,103263,6838
24040,Laval--Les ëles,159,32,67,35,19,5,1,24,103053,124527,103053
24040,Laval--Les ëles,350,42,170,42,88,4,3,24,103053,124527,103053
24040,Laval--Les ëles,237,40,104,70,19,4,0,24,103053,124527,103053
24040,Laval--Les ëles,5297,887,2138,1246,921,71,34,24,103053,124527,103053
24040,Laval--Les ëles,6,1,3,1,1,0,0,24,103053,124527,103053
24040,Laval--Les ëles,52,7,25,16,4,1,0,24,103053,124527,103053
24040,Laval--Les ëles,368,56,181,98,25,5,3,24,103053,124527,103053
24040,Laval--Les ëles,178,21,85,61,3,2,6,24,103053,124527,103053
24040,Laval--Les ëles,37461,6141,18125,7485,4588,689,433,24,103053,124527,103053
24040,Laval--Les ëles,51,16,9,18,4,3,1,24,103053,124527,103053
24040,Laval--Les ëles,483,90,162,135,83,10,2,24,103053,124527,103053
24041,Longueuil--Charles-LeMoyne,81,9,32,11,28,1,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,277,27,106,42,93,9,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,2438,304,909,359,824,42,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,23,4,5,7,7,1,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,106,19,23,30,29,5,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,12573,1355,5980,1342,3553,343,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,50,21,6,10,9,3,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,317,39,71,65,131,10,0,24,104895,105532,34031
24041,Longueuil--Charles-LeMoyne,231,24,58,70,75,4,0,24,104895,92419,70864
24041,Longueuil--Charles-LeMoyne,5407,647,2013,1012,1642,93,0,24,104895,92419,70864
24041,Longueuil--Charles-LeMoyne,70,13,13,23,19,2,0,24,104895,92419,70864
24041,Longueuil--Charles-LeMoyne,25328,2464,12217,3205,6819,623,0,24,104895,92419,70864
24041,Longueuil--Charles-LeMoyne,87,22,14,29,21,2,0,24,104895,92419,70864
24041,Longueuil--Charles-LeMoyne,432,48,98,112,169,4,0,24,104895,92419,70864
24042,Levis--Lotbiniere,9779,3785,3465,588,1810,131,0,24,107593,107566,107566
24042,Levis--Lotbiniere,472,177,101,75,111,8,0,24,107593,107566,107566
24042,Levis--Lotbiniere,45555,18302,17994,2148,6324,787,0,24,107593,107566,107566
24042,Levis--Lotbiniere,151,87,15,21,25,3,0,24,107593,107566,107566
24042,Levis--Lotbiniere,369,109,108,34,111,7,0,24,107593,107566,107566
24042,Levis--Lotbiniere,2,1,0,0,0,0,0,24,107593,86851,27
24042,Levis--Lotbiniere,16,8,5,1,2,0,0,24,107593,86851,27
24042,Levis--Lotbiniere,0,0,0,0,0,0,0,24,107593,86851,27
24042,Levis--Lotbiniere,0,0,0,0,0,0,0,24,107593,86851,27
24043,Longueuil--Saint-Hubert,7094,708,3113,780,2376,101,16,24,104366,99571,81120
24043,Longueuil--Saint-Hubert,226,42,57,82,38,4,3,24,104366,99571,81120
24043,Longueuil--Saint-Hubert,32948,2571,17725,3071,8801,715,65,24,104366,99571,81120
24043,Longueuil--Saint-Hubert,91,28,21,20,18,3,1,24,104366,99571,81120
24043,Longueuil--Saint-Hubert,517,46,183,64,207,15,2,24,104366,99571,81120
24043,Longueuil--Saint-Hubert,133,8,52,11,60,2,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,317,31,121,49,106,10,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,647,80,252,83,220,12,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,1086,132,388,131,412,23,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,18,3,4,4,7,0,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,38,6,9,7,13,3,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,62,15,19,11,16,1,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,90,15,34,15,23,2,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,134,9,56,17,50,2,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,182,11,74,27,64,6,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,8819,854,4174,889,2655,247,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,34,15,4,7,6,2,0,24,104366,105532,23246
24043,Longueuil--Saint-Hubert,218,27,49,45,90,7,0,24,104366,105532,23246
24044,Louis-Hebert,354,128,128,17,77,4,0,24,104038,104060,104038
24044,Louis-Hebert,623,108,178,93,232,12,1,24,104038,104060,104038
24044,Louis-Hebert,477,111,157,69,128,10,2,24,104038,104060,104038
24044,Louis-Hebert,11379,2693,3467,1850,3227,121,21,24,104038,104060,104038
24044,Louis-Hebert,758,190,177,253,108,18,12,24,104038,104060,104038
24044,Louis-Hebert,158,63,74,4,14,2,1,24,104038,104060,104038
24044,Louis-Hebert,310,53,113,41,96,8,0,24,104038,104060,104038
24044,Louis-Hebert,218,34,119,16,43,5,1,24,104038,104060,104038
24044,Louis-Hebert,45331,9557,18799,5618,10451,802,104,24,104038,104060,104038
24044,Louis-Hebert,226,126,31,32,30,7,0,24,104038,104060,104038
24044,Louis-Hebert,602,132,116,116,230,7,1,24,104038,104060,104038
24045,Louis-Saint-Laurent,0,0,0,0,0,0,0,24,106888,102906,0
24045,Louis-Saint-Laurent,0,0,0,0,0,0,0,24,106888,102906,0
24045,Louis-Saint-Laurent,0,0,0,0,0,0,0,24,106888,102906,0
24045,Louis-Saint-Laurent,0,0,0,0,0,0,0,24,106888,102906,0
24045,Louis-Saint-Laurent,5,2,2,0,1,0,0,24,106888,104060,22
24045,Louis-Saint-Laurent,24,10,11,1,2,0,0,24,106888,104060,22
24045,Louis-Saint-Laurent,0,0,0,0,0,0,0,24,106888,104060,22
24045,Louis-Saint-Laurent,0,0,0,0,0,0,0,24,106888,104060,22
24045,Louis-Saint-Laurent,468,152,177,34,99,2,4,24,106888,107291,106866
24045,Louis-Saint-Laurent,10536,4037,3702,763,1900,107,27,24,106888,107291,106866
24045,Louis-Saint-Laurent,280,106,48,60,47,10,9,24,106888,107291,106866
24045,Louis-Saint-Laurent,86,35,35,3,10,3,0,24,106888,107291,106866
24045,Louis-Saint-Laurent,43492,15961,18301,2608,5777,713,132,24,106888,107291,106866
24045,Louis-Saint-Laurent,633,463,78,36,48,8,1,24,106888,107291,106866
24045,Louis-Saint-Laurent,1090,512,222,102,243,9,2,24,106888,107291,106866
24046,Manicouagan,513,70,162,37,237,7,0,24,94766,93430,11546
24046,Manicouagan,42,5,13,11,12,1,0,24,94766,93430,11546
24046,Manicouagan,4506,532,1832,193,1884,65,0,24,94766,93430,11546
24046,Manicouagan,14,7,2,1,3,1,0,24,94766,93430,11546
24046,Manicouagan,52,10,12,7,23,1,0,24,94766,93430,11546
24046,Manicouagan,3729,563,1559,226,1292,89,0,24,94766,83220,83220
24046,Manicouagan,249,53,56,42,89,9,0,24,94766,83220,83220
24046,Manicouagan,29110,3153,14661,1573,8938,785,0,24,94766,83220,83220
24046,Manicouagan,95,32,27,6,26,4,0,24,94766,83220,83220
24046,Manicouagan,407,77,134,35,150,11,0,24,94766,83220,83220
24047,Megantic--L'erable,26,13,5,8,1,0,0,24,88745,108268,1931
24047,Megantic--L'erable,86,47,20,10,7,2,0,24,88745,108268,1931
24047,Megantic--L'erable,19,10,2,6,2,0,0,24,88745,108268,1931
24047,Megantic--L'erable,655,318,190,85,52,10,0,24,88745,108268,1931
24047,Megantic--L'erable,2,1,0,0,0,0,0,24,88745,108268,1931
24047,Megantic--L'erable,16,10,2,3,1,0,0,24,88745,108268,1931
24047,Megantic--L'erable,541,259,136,39,98,5,5,24,88745,86851,86814
24047,Megantic--L'erable,5993,2914,1334,474,1181,57,33,24,88745,86851,86814
24047,Megantic--L'erable,890,511,87,151,101,22,18,24,88745,86851,86814
24047,Megantic--L'erable,317,153,92,24,42,5,1,24,88745,86851,86814
24047,Megantic--L'erable,35922,17548,9948,1835,5842,559,190,24,88745,86851,86814
24047,Megantic--L'erable,101,61,11,11,14,4,0,24,88745,86851,86814
24047,Megantic--L'erable,852,476,103,66,201,3,3,24,88745,86851,86814
24048,Mirabel,60,9,13,19,18,2,0,24,103536,124180,60232
24048,Mirabel,3177,384,1298,333,1077,58,27,24,103536,124180,60232
24048,Mirabel,44,7,20,11,4,1,2,24,103536,124180,60232
24048,Mirabel,439,57,176,42,148,14,2,24,103536,124180,60232
24048,Mirabel,23741,2202,12033,1827,7037,461,181,24,103536,124180,60232
24048,Mirabel,49,21,7,10,9,2,0,24,103536,124180,60232
24048,Mirabel,294,36,66,96,92,4,0,24,103536,124180,60232
24048,Mirabel,1079,109,450,117,386,17,0,24,103536,104211,15689
24048,Mirabel,10,2,2,3,2,1,0,24,103536,104211,15689
24048,Mirabel,6249,506,3199,505,1890,149,0,24,103536,104211,15689
24048,Mirabel,10,4,2,2,2,1,0,24,103536,104211,15689
24048,Mirabel,117,10,25,20,59,3,0,24,103536,104211,15689
24048,Mirabel,804,95,382,68,251,8,0,24,103536,115180,13080
24048,Mirabel,4930,336,2892,239,1357,106,0,24,103536,115180,13080
