Geo_Code,FED_Name,Under5000Pct,5000To9999Pct,10000To14999Pct,15000To19999Pct,20000To29999Pct,30000To39999Pct,40000To49999Pct,50000To59999Pct,60000To79999Pct,80000To99999Pct,100000To124999Pct,125000AndOverPct,MaleUnder5000Pct,Male5000To9999Pct,Male10000To14999Pct,Male15000To19999Pct,Male20000To29999Pct,Male30000To39999Pct,Male40000To49999Pct,Male50000To59999Pct,Male60000To79999Pct,Male80000To99999Pct,Male100000To124999Pct,Male125000AndOverPct,FemaleTotIncome2010Pop15YearsAndOver,FemaleUnder5000Pct,Female5000To9999Pct,Female10000To14999Pct,Female15000To19999Pct,Female20000To29999Pct,Female30000To39999Pct,Female40000To49999Pct,Female50000To59999Pct,Female60000To79999Pct,Female80000To99999Pct,Female100000To124999Pct,Female125000AndOverPct
24053,Notre-Dame-de-Grace--Westmount,11.847,8.214,9.723,8.554,11.616,9.982,7.052,5.129,7.967,4.208,3.011,7.213,12.878,6.106,9.054,7.574,11.262,9.843,6.747,4.552,8.227,4.564,3.651,10.324,46330,10.954,10.047,10.306,9.411,11.925,10.101,7.317,5.623,7.738,3.896,2.45,4.49
24054,Outremont,12.797,8.93,11.823,9.351,12.857,9.616,7.228,4.877,6.795,3.596,2.423,4.234,15.411,8.588,10.841,8.262,11.955,9.064,6.447,4.682,6.81,4.031,3.217,5.571,43205,10.381,9.247,12.73,10.346,13.702,10.138,7.95,5.069,6.782,3.194,1.69,3.009
24055,Papineau,9.695,10.929,13.507,13.105,16.262,11.789,7.712,4.523,4.815,1.498,0.771,0.496,10.606,10.173,11.773,11.75,16.504,12.55,7.63,5.076,5.609,1.733,1.055,0.7,45750,8.798,11.683,15.224,14.437,16.033,11.027,7.792,3.967,4.033,1.268,0.503,0.295
24056,Pierrefonds--Dollard,10.25,6.754,9.486,8.762,13.282,11.37,9.102,6.839,8.14,3.858,2.613,3.321,10.243,5.274,7.553,7.095,12.299,10.866,9.162,7.694,8.986,5.497,3.818,5.58,45825,10.245,8.14,11.293,10.3,14.184,11.839,9.034,6.045,7.343,2.335,1.506,1.222
24057,Pontiac,7.193,6.943,8.45,8.165,11.558,11.249,10.184,9.032,11.581,5.721,2.921,2.217,7.575,5.197,7.181,7.193,11.381,11.647,11.079,9.374,11.659,6.404,3.782,3.028,42815,6.808,8.689,9.728,9.144,11.737,10.849,9.284,8.689,11.515,5.045,2.055,1.413
24058,Portneuf--Jacques-Cartier,6.705,6.405,7.605,8.548,13.842,14.058,11.273,8.662,10.871,4.49,2.077,2.065,5.467,4.39,5.408,6.804,12.188,13.679,12.354,10.661,14.129,6.177,3.088,3.242,41035,7.993,8.481,9.857,10.345,15.56,14.439,10.174,6.604,7.506,2.754,1.036,0.853
24059,Quebec,6.158,7.428,11.22,10.974,15.515,14.934,10.68,6.901,7.655,3.061,1.336,1.635,6.555,6.778,9.448,9.174,13.88,15.68,11.086,7.908,9.51,4.06,1.676,2.396,43195,5.776,8.022,12.872,12.675,17.027,14.238,10.279,5.973,5.915,2.141,1.03,0.938
24060,Repentigny,7.151,6.465,8.494,8.331,12.8,13.181,11.387,8.717,10.81,3.899,1.827,1.637,7.114,4.342,6.014,6.553,10.716,12.713,11.524,10.099,14.643,6.037,2.917,2.783,47395,7.184,8.461,10.824,10.001,14.759,13.62,11.256,7.416,7.205,1.878,0.791,0.549
24061,Richmond--Arthabaska,6.741,8.179,11.192,11.938,17.874,15.07,10.011,5.799,6.24,1.951,0.68,0.883,6.785,5.889,8.015,9.603,17.033,16.567,11.992,7.645,8.361,2.926,1.087,1.445,41950,6.71,10.477,14.374,14.267,18.701,13.576,8.033,3.945,4.112,0.965,0.274,0.334
24062,Riviere-des-Mille-iles,7.746,6.9,8.694,8.538,13.135,12.438,10.926,7.764,10.002,3.906,2.184,2.436,6.911,5.181,6.269,6.998,11.387,11.907,11.202,8.976,13.254,5.65,3.524,3.919,42890,8.533,8.522,10.97,10.002,14.794,12.952,10.667,6.633,6.925,2.262,0.909,1.049
24063,Riviere-du-Nord,6.965,8.407,10.421,10.981,16.027,13.781,10.26,6.822,7.722,2.645,1.114,0.834,6.731,6.113,7.762,9.327,14.773,13.863,12.056,8.575,10.406,3.954,1.722,1.419,42695,7.179,10.61,12.987,12.578,17.227,13.69,8.537,5.118,5.141,1.382,0.515,0.281
24064,Rosemont--La Petite-Patrie,8.454,8.531,10.569,11.124,14.398,13.283,10.058,6.74,7.487,3.263,1.571,1.088,9.882,7.914,9.143,10.018,13.464,13.577,9.791,7.107,8.222,4.025,2.058,1.637,47050,7.109,9.097,11.892,12.147,15.282,13.007,10.319,6.387,6.801,2.54,1.105,0.563
24065,Marc-Aurele-Fortin,7.785,6.302,8.676,7.616,11.727,12.468,11.519,8.709,10.758,4.637,2.328,2.192,8.177,4.082,6.633,5.948,10.835,12.272,11.037,9.546,12.769,6.7,3.759,3.491,39640,7.429,8.388,10.608,9.17,12.563,12.639,11.97,7.909,8.867,2.712,0.984,0.984
24066,Saint-Hyacinthe--Bagot,5.829,6.905,10.156,11.133,17.185,17.117,10.966,6.423,6.386,1.873,0.878,0.927,6.131,4.955,7.733,9.247,15.428,17.83,12.975,8.046,8.383,2.815,1.401,1.476,40925,5.535,8.821,12.523,12.975,18.913,16.432,9.004,4.838,4.435,0.953,0.367,0.403
24067,Saint-Jean,6.732,7.319,9.312,10.28,14.404,13.84,11.203,7.615,8.811,3.406,1.395,1.276,6.703,5.684,6.518,8.439,12.549,13.522,12.758,9.505,11.577,4.943,2.13,1.945,44595,6.761,8.891,12.019,12.075,16.19,14.15,9.698,5.785,6.144,1.917,0.673,0.628
24068,Saint-Laurent,10.531,8.422,11.674,10.207,13.512,11.329,7.226,5.786,6.584,3.136,1.987,2.893,11.517,7.457,10.093,9.304,12.095,11.404,7.372,6.259,7.161,4.074,2.636,4.314,38500,9.623,9.325,13.117,11.039,14.805,11.26,7.091,5.364,6.039,2.273,1.403,1.571
24069,Saint-Leonard--Saint-Michel,9.659,9.477,12.479,13.337,17.47,13.007,7.425,4.258,4.031,1.404,0.694,0.631,11.096,7.636,10.019,11.834,17.219,14.073,8.047,4.985,5.022,2.021,1.029,0.992,46630,8.374,11.109,14.658,14.669,17.692,12.052,6.884,3.624,3.152,0.858,0.386,0.3
24070,Saint-Maurice--Champlain,7.184,8.738,11.813,12.598,15.695,13.892,9.35,6.053,6.042,2.328,0.834,0.682,6.541,6.411,8.725,9.834,15.321,15.31,11.366,7.53,8.421,4.086,1.369,1.152,46345,7.811,11.037,14.888,15.341,16.054,12.482,7.358,4.585,3.679,0.593,0.291,0.216
24071,Salaberry--Suroit,7.99,7.06,10.075,11.534,15.648,14.307,10.002,6.863,7.449,2.519,1.149,0.845,7.544,4.614,7.602,9.101,14.734,15.535,11.574,8.517,10.292,3.984,1.912,1.236,45060,8.433,9.432,12.461,13.904,16.534,13.116,8.478,5.26,4.694,1.11,0.411,0.466
24072,Shefford,7.075,7.264,9.931,10.81,16.793,15.609,10.718,6.701,7.052,2.149,1.023,1.098,7.527,5.219,7.678,8.641,15.031,16.504,12.132,8.444,9.151,3.236,1.496,1.902,43895,6.618,9.272,12.154,12.94,18.533,14.728,9.318,4.978,5.001,1.082,0.558,0.308
24073,Sherbrooke,7.744,8.778,12.326,11.879,16.506,12.857,9.465,5.956,6.007,2.201,1.095,1.168,8.483,7.744,10.137,10.184,15.523,12.284,10.736,7.403,7.075,2.992,1.701,1.701,46870,7.083,9.729,14.306,13.42,17.399,13.377,8.321,4.63,5.035,1.483,0.544,0.683
24074,Vaudreuil--Soulanges,7.76,6.259,7.047,7.539,11.997,12.926,11.465,8.429,11.25,4.718,2.9,3.013,7.337,4.55,5.333,5.978,10.24,12.463,11.023,9.33,13.626,6.922,4.469,4.665,44860,8.17,7.914,8.705,9.062,13.698,13.375,11.893,7.568,8.939,2.586,1.371,1.404
24075,Terrebonne,7.2,6.371,7.94,8.49,13.369,13.943,11.054,8.585,10.231,4.014,1.77,1.492,6.947,4.199,5.519,6.419,11.518,13.161,11.59,10.198,14.313,5.915,2.807,2.448,42770,7.447,8.487,10.299,10.51,15.162,14.718,10.533,7.014,6.254,2.174,0.748,0.561
24076,Trois-Rivieres,7,8.824,12.143,12.335,15.786,13.091,9.186,5.85,6.639,2.695,1.419,1.375,6.566,7.141,9.016,9.717,15.49,13.891,10.281,7.222,8.774,4.243,2.334,2.369,47800,7.395,10.356,14.99,14.707,16.067,12.354,8.19,4.613,4.697,1.297,0.596,0.46
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,16.02,9.192,9.794,8.367,10.479,8.919,6.577,5.697,7.297,3.974,2.843,5.669,17.577,8.317,9.195,7.472,9.359,8.032,6.364,5.673,7.823,4.937,3.39,7.911,44125,14.425,10.085,10.414,9.269,11.649,9.836,6.799,5.722,6.754,2.969,2.266,3.354
24078,Vimy,8.029,7.58,11.335,10.792,15.958,13.393,9.737,6.402,6.81,2.379,1.259,1.084,8.59,6.012,9.262,8.675,15.469,13.331,10.899,7.661,8.492,3.165,1.76,1.796,44840,7.527,9.01,13.214,12.723,16.392,13.437,8.686,5.252,5.274,1.661,0.803,0.435
35001,Ajax,10.896,7.031,7.32,6.413,9.336,9.873,9.556,8.256,11.428,6.996,3.258,2.906,11.261,5.588,5.794,4.776,8.315,9.624,9.055,8.036,13.139,8.921,4.412,4.715,45290,10.554,8.346,8.711,7.905,10.278,10.091,10.002,8.457,9.859,5.244,2.208,1.27
35002,Algoma--Manitoulin--Kapuskasing,8.588,7.717,9.876,9.831,15.509,13.024,9.489,6.624,7.42,4.331,1.868,1.154,8.492,4.816,7.622,6.587,13.953,14.224,11.388,8.252,10.398,5.566,2.776,2.011,33860,8.698,10.558,12.094,13.009,17.041,11.828,7.62,5.021,4.504,3.116,0.989,0.295
35003,Aurora--Oak Ridges--Richmond Hill,12.475,6.802,7.094,6.535,9.736,8.035,7.118,7.039,10.191,7.592,4.106,6.237,12.466,5.309,5.546,4.759,8.968,7.544,6.395,6.62,11.317,8.856,5.771,9.805,42300,12.506,8.215,8.558,8.203,10.461,8.499,7.801,7.447,9.125,6.407,2.53,2.861
35004,Barrie--Innisfil,9.674,6.967,8.053,6.898,11.53,11.157,9.416,7.119,10.993,6.506,3.521,2.392,8.435,4.758,5.619,5.131,9.657,10.132,9.387,8.615,14.594,8.731,5.529,3.986,40345,10.856,9.097,10.385,8.588,13.335,12.158,9.444,5.664,7.535,4.35,1.586,0.868
35005,Barrie--Springwater--Oro-Medonte,9.432,7.118,8.262,8.536,14.695,10.757,9.575,6.968,8.984,5.394,2.725,2.719,9.499,5.481,6.534,6.29,12.221,10.27,10.026,8.562,11.746,6.855,3.838,4.519,41415,9.369,8.656,9.888,10.648,17.023,11.204,9.139,5.469,6.387,4.02,1.666,1.038
35006,Bay of Quinte,8.736,6.985,9.552,8.918,17.016,12.713,9.568,6.886,8.202,3.933,1.735,1.465,7.571,5.341,7.742,6.747,14.639,13.003,10.647,8.566,11.402,5.547,2.71,2.242,47050,9.819,8.512,11.233,10.935,19.214,12.434,8.555,5.335,5.239,2.423,0.818,0.744
35007,Beaches--East York,10.892,6.38,7.785,8.031,11.68,9.127,7.882,6.905,9.95,6.58,3.924,5.712,10.905,5.771,6.962,7.082,10.773,8.994,7.334,7.298,10.28,7.286,4.785,7.924,45960,10.89,6.93,8.54,8.877,12.5,9.247,8.377,6.549,9.661,5.929,3.144,3.71
35008,Brampton Centre,10.919,6.714,8.224,8.32,13.771,12.255,10.45,7.412,8.441,3.844,1.402,0.945,10.575,4.774,5.764,6.407,13.024,12.591,11.342,8.856,11.367,5.294,1.929,1.348,42685,11.233,8.551,10.554,10.132,14.478,11.936,9.617,6.044,5.658,2.472,0.902,0.539
35009,Brampton East,13.053,7.16,8.975,9.403,12.283,10.87,8.821,5.934,7.334,3.771,1.808,1.701,12.6,5.457,7.443,8.532,12.206,10.41,9.144,6.858,9.593,4.681,2.789,2.667,37910,13.492,8.81,10.459,10.261,12.345,11.316,8.494,5.051,5.157,2.888,0.857,0.778
35010,Brampton North,11.552,7.019,8.13,7.45,12.368,10.974,9.552,7.575,8.849,4.77,2.232,1.711,11.937,5.641,6.389,6.527,11.972,9.888,9.98,8.173,10.878,6.251,3.028,2.486,44815,11.19,8.345,9.818,8.357,12.752,12.027,9.149,7.007,6.895,3.314,1.462,0.948
35011,Brampton South,11.791,7.203,8.507,9.083,13.965,11.832,9.394,6.815,7.785,3.384,1.692,1.451,11.908,5.524,6.929,7.462,13.277,11.605,9.836,8.128,9.945,4.252,2.29,2.108,43835,11.68,8.772,9.992,10.608,14.612,12.034,8.988,5.566,5.749,2.578,1.129,0.821
35012,Brampton West,11.19,6.638,7.977,7.403,11.21,10.174,11.091,9.039,9.864,4.638,2.045,1.01,10.203,4.992,6.72,5.705,10.628,9.956,11.039,9.833,13.193,6.185,3.332,1.413,39315,12.12,8.165,9.144,8.991,11.751,10.378,11.154,8.317,6.779,3.205,0.852,0.636
35013,Brantford--Brant,9.337,6.81,8.47,8.517,15.548,12.606,10.422,6.989,7.993,4.626,1.731,1.66,8.984,5.192,5.871,6.246,13.733,12.068,11.782,8.551,11.024,6.305,2.611,2.719,55270,9.671,8.305,10.856,10.602,17.206,13.099,9.182,5.555,5.202,3.085,0.923,0.688
35014,Bruce--Grey--Owen Sound,8.431,7.266,8.922,9.983,16.365,12.621,10.6,6.815,7.586,3.745,1.712,1.941,8.752,4.974,6.358,8.02,14.668,13.668,11.564,8.682,9.379,4.73,2.534,3.173,44575,8.121,9.49,11.397,11.89,18.003,11.61,9.669,5.003,5.855,2.793,0.92,0.752
35015,Burlington,8.37,5.939,7.08,6.907,12.554,11.408,9.476,7.875,10.657,7.05,3.859,5.064,8.008,4.368,5.107,4.493,10.338,11.056,9.288,8.102,12.865,9.454,5.595,8.258,53130,8.696,7.369,8.874,9.081,14.559,11.717,9.656,7.67,8.658,4.875,2.296,2.174
35016,Cambridge,8.761,6.706,8.488,7.784,14.29,12.603,11.129,7.723,8.588,4.953,1.932,1.977,8.644,4.997,6.334,5.408,11.514,12.12,11.823,9.73,11.491,6.906,2.961,3.19,45810,8.874,8.339,10.533,10.063,16.929,13.065,10.467,5.796,5.818,3.078,0.939,0.808
35017,Chatham-Kent--Leamington,9.168,7.672,9.55,9.657,16.39,13.13,9.702,6.661,7.481,3.783,1.445,1.197,8.766,5.611,7.183,7.218,14.552,13.364,11.967,9.057,9.756,4.75,2.2,1.979,46005,9.542,9.608,11.76,11.933,18.107,12.901,7.586,4.423,5.369,2.891,0.739,0.478
35018,Davenport,10.555,7.662,9.719,10.092,15.974,10.702,8.707,6.153,8.272,3.774,1.593,1.656,10.512,5.987,8.82,8.428,14.692,11.756,9.119,7.104,10.558,4.491,1.911,2.28,45070,10.595,9.274,10.572,11.693,17.207,9.696,8.298,5.236,6.068,3.084,1.287,1.054
35019,Don Valley East,11.161,6.655,8.029,10.288,13.538,10.347,9.045,6.85,7.488,4.597,2.598,2.546,11.411,5.282,6.525,9.363,12.964,10.662,9.377,7.315,8.318,5.381,3.644,3.488,41380,10.959,7.83,9.304,11.068,14.029,10.077,8.772,6.464,6.767,3.939,1.692,1.752
35020,Don Valley North,14.198,7.042,8.749,9.28,12.005,9.64,8.224,5.837,7.75,4.843,2.467,3.073,14.492,6.039,7.264,8.245,11.087,10.082,8.355,6.039,8.404,5.917,3.234,4.447,46735,13.94,7.917,10.035,10.185,12.817,9.254,8.11,5.66,7.168,3.905,1.797,1.872
35021,Don Valley West,10.891,5.779,6.709,7.002,9.792,7.489,6.522,6.216,9.337,6.041,4.562,13.768,10.606,4.456,5.39,5.816,8.805,7.097,6.097,6.31,8.991,6.083,5.336,19.53,42645,11.15,6.953,7.867,8.043,10.669,7.844,6.882,6.132,9.638,6.003,3.881,8.711
35022,Dufferin--Caledon,9.617,6.46,7.419,7.343,11.469,9.866,9.216,7.516,10.727,7.419,3.39,4.218,8.982,4.65,5.208,5.503,9.978,8.917,8.873,8.621,13.753,8.895,5.088,6.193,46630,10.24,8.235,9.597,9.146,12.932,10.798,9.554,6.423,7.763,5.962,1.726,2.273
35023,Durham,9.242,6.922,6.797,6.622,10.451,10.064,10.102,8.18,11.529,7.336,3.818,3.295,8.713,4.761,4.761,4.905,8.968,8.979,9.234,9.433,14.139,9.787,5.636,5.713,46650,9.753,9.014,8.757,8.285,11.886,11.115,10.954,6.967,9.003,4.962,2.069,0.954
35024,Eglinton--Lawrence,10.185,5.974,6.971,8.273,12.113,9.21,7.852,6.046,7.78,5.115,3.857,10.473,11.016,5.133,5.072,6.693,10.758,8.081,7.712,5.993,8.007,5.6,4.323,15.51,49515,9.492,6.655,8.523,9.573,13.238,10.128,7.957,6.079,7.594,4.716,3.474,6.331
35025,Elgin--Middlesex--London,9.387,6.971,8.576,8.565,14.815,11.822,9.827,6.736,9.022,5.531,2.188,1.674,9.312,4.895,6.005,6.017,13.261,12.022,10.655,8.471,12.034,7.127,3.447,2.851,44720,9.448,8.956,11.024,11.002,16.301,11.606,9.045,5.076,6.149,4.014,0.973,0.548
35026,Essex,9.237,6.414,7.386,6.623,11.688,10.988,10.371,8.045,11.411,6.649,2.791,2.797,8.671,4.855,4.918,4.632,9.074,10.621,11.607,8.798,14.851,8.565,4.272,4.675,48480,9.798,7.921,9.788,8.56,14.233,11.345,9.158,7.323,8.075,4.775,1.351,0.969
35027,Etobicoke Centre,9.84,6.101,7.577,8.099,12.797,10.55,8.933,6.665,9.893,5.981,3.301,5.178,10.794,5.191,6.303,6.514,11.283,9.827,8.971,7.148,10.794,6.659,4.335,7.67,50905,9.007,6.905,8.712,9.498,14.134,11.188,8.899,6.237,9.086,5.373,2.387,2.966
35028,Etobicoke--Lakeshore,8.963,5.603,7.283,8.381,12.167,9.51,9.156,7.405,10.765,6.489,3.867,6.18,9.566,4.608,5.72,7.172,10.424,9.364,9.799,8.04,11.017,7.119,4.989,8.496,51590,8.412,6.513,8.713,9.488,13.762,9.653,8.568,6.833,10.535,5.912,2.84,4.061
35029,Etobicoke North,12.64,7.576,9.516,10.743,15.763,12.121,8.7,5.393,5.593,2.561,0.881,0.594,13.444,5.692,8.224,8.55,15.131,12.307,9.484,6.851,7.751,3.555,1.057,0.765,48085,11.875,9.327,10.71,12.759,16.356,11.948,7.975,4.045,3.598,1.643,0.717,0.426
35030,Flamborough--Glanbrook,8.667,6.18,6.663,6.96,11.741,10.24,10.014,8.487,11.935,7.507,3.274,3.338,8.47,5.051,4.906,5.037,9.654,8.852,10.075,9.312,15.336,9.549,4.88,5.248,39565,8.859,7.267,8.366,8.796,13.75,11.601,9.971,7.684,8.657,5.548,1.744,1.504
35031,Glengarry--Prescott--Russell,7.912,6.265,7.999,8.22,12.211,11.07,10.349,9.209,11.181,6.329,2.659,2.123,7.248,4.513,5.997,6.874,11.632,11.281,11.188,10.428,12.813,7.482,3.858,3.285,43180,8.569,8.001,9.993,9.565,12.784,10.873,9.507,7.99,9.553,5.199,1.471,0.973
35032,Guelph,9.035,6.723,8.036,7.576,12.694,10.852,11.352,8.222,9.888,5.749,2.741,2.705,8.52,5.242,6.482,5.547,10.747,9.665,11.85,9.539,12.123,7.312,4.307,4.318,51470,9.52,8.092,9.472,9.442,14.484,11.958,10.88,7.004,7.81,4.303,1.292,1.214
35033,Haldimand--Norfolk,8.817,7.36,8.364,9.084,14.419,13.149,10.144,7.059,8.471,4.876,1.968,1.582,8.393,5.377,6.18,6.375,12.153,13.082,11.11,9.367,11.546,6.593,3.199,2.591,44570,9.233,9.3,10.512,11.734,16.626,13.215,9.188,4.813,5.463,3.197,0.752,0.583
35034,Haliburton--Kawartha Lakes--Brock,8.45,7.196,9.467,9.056,15.939,12.24,10.202,6.866,7.618,4.779,2.244,1.698,8.149,5.732,7.132,7.219,13.968,12.262,11.146,8.226,10.074,6.049,3.314,2.669,46765,8.746,8.618,11.74,10.841,17.877,12.221,9.27,5.549,5.207,3.539,1.197,0.759
35035,Hamilton Centre,10.537,7.415,11.948,11.586,16.571,10.826,8.644,5.654,6.233,2.646,1.157,1.061,11.75,6.366,11.35,9.7,14.599,10.561,9.143,6.596,8.148,3.213,1.334,1.455,41710,9.326,8.451,12.539,13.438,18.533,11.088,8.164,4.723,4.327,2.074,0.995,0.659
35036,Hamilton East--Stoney Creek,9.51,6.762,8.763,9.666,16.032,12.531,9.499,7.28,7.81,4.047,1.377,1.377,9.662,4.569,6.453,7.127,14.115,12.324,10.569,9.708,10.917,5.209,2.232,2.372,46685,9.371,8.782,10.903,12.006,17.811,12.724,8.515,5.034,4.959,2.967,0.589,0.461
35037,Hamilton Mountain,9.925,6.995,8.761,8.638,14.428,13.048,11.024,6.65,8.123,4.263,1.526,0.912,10.186,5.025,6.811,6.688,13.043,12.489,11.615,8.166,11.294,5.543,2.402,1.577,44895,9.678,8.765,10.536,10.402,15.681,13.554,10.491,5.268,5.246,3.107,0.735,0.312
35038,Hamilton West--Ancaster--Dundas,10.365,6.702,7.925,6.408,11.157,9.991,9.244,7.404,10.625,7.121,3.538,4.636,10.354,5.218,6.222,5.325,9.185,9.374,8.973,7.674,12.645,7.887,5.006,7.391,45980,10.363,8.069,9.482,7.395,12.973,10.548,9.504,7.144,8.765,6.405,2.186,2.099
35039,Hastings--Lennox and Addington,9.298,6.883,9.622,9.635,15.654,11.734,11.041,6.573,8.434,3.775,1.445,1.003,9.209,4.504,7.292,7.587,13.914,12.775,12.185,8.19,11.005,4.853,2.292,1.555,38465,9.385,9.19,11.881,11.621,17.327,10.737,9.931,5.005,5.94,2.73,0.624,0.455
35040,Huron--Bruce,8.225,7.024,9.041,8.785,14.713,12.335,9.729,6.744,8.441,4.838,3.084,3.527,6.974,4.995,6.055,6.691,13.783,11.78,10.531,8.517,11.238,6.078,4.995,5.961,43330,9.451,9.001,11.966,10.835,15.624,12.866,8.943,5.02,5.7,3.623,1.2,1.142
35041,Kanata--Carleton,9.868,5.847,6.265,4.924,8.458,8.294,9.052,8.357,13.149,9.387,6.176,5.67,8.969,3.825,4.963,3.451,6.668,6.487,8.193,8.271,14.577,11.67,9.524,9.292,40400,10.718,7.785,7.525,6.349,10.161,10.037,9.876,8.428,11.795,7.215,2.97,2.203
35042,Kenora,9.324,7.282,8.881,8.367,13.152,11.787,10.62,7.34,8.881,5.333,2.882,1.424,10.467,6.121,6.051,6.776,11.425,9.883,10.748,8.785,11.285,6.869,4.743,2.43,21450,8.159,8.462,11.678,9.953,14.848,13.683,10.513,5.897,6.48,3.776,1.026,0.42
35043,King--Vaughan,10.768,6.313,7.315,6.752,11.023,9.03,9.131,7.292,10.816,6.752,3.417,4.426,10.266,4.479,5.763,5.327,10.036,8.281,8.293,7.906,13.717,8.341,4.709,6.586,42980,11.238,8.074,8.795,8.12,11.971,9.772,9.935,6.701,8.015,5.223,2.175,2.362
35044,Kingston and the Islands,9.124,6.616,8.806,8.51,13.732,11.074,10.283,7.417,9.592,5.332,2.902,2.902,9.202,5.749,7.139,6.786,11.983,10.184,10.813,8.375,11.365,6.565,4.138,4.447,50810,9.053,7.39,10.293,10.057,15.292,11.868,9.811,6.574,8.01,4.231,1.791,1.525
35045,Kitchener Centre,8.363,6.204,8.79,9.703,15.345,13.408,10.113,7.567,8.691,3.95,1.744,1.668,8.806,4.169,6.997,7.32,14.4,13.31,10.615,9.141,11.489,4.996,2.384,2.384,43700,7.941,8.135,10.503,11.979,16.247,13.49,9.634,6.076,6.007,2.952,1.133,0.984
35046,Kitchener--Conestoga,8.506,6.284,7.229,6.652,12.451,11.583,10.867,9.034,11.055,6.812,2.875,2.694,7.516,4.253,5.03,5.016,10.37,10.13,10.596,10.851,14.481,9.381,4.493,4.337,36615,9.463,8.234,9.34,8.248,14.461,12.986,11.129,7.278,7.743,4.329,1.325,1.092
35047,Kitchener South--Hespeler,9.007,6.459,7.164,7.158,12.699,11.813,11.393,8.037,10.242,5.638,2.548,2.586,8.641,4.728,5.069,5.253,10.965,11.018,11.609,9.389,13.447,7.406,3.664,4.228,39255,9.362,8.126,9.196,9.005,14.38,12.597,11.171,6.713,7.146,3.923,1.465,0.981
35048,Lambton--Kent--Middlesex,9.949,7.161,8.567,8.996,15.015,11.932,9.855,6.831,8.514,4.483,2.253,1.647,9.585,5.006,6.631,7.117,12.705,12.55,10.178,8.577,11.578,5.647,3.535,2.574,42825,10.309,9.294,10.461,10.858,17.291,11.325,9.527,5.102,5.487,3.351,0.992,0.759
35049,Lanark--Frontenac--Kingston,8.011,6.037,8.436,8.048,13.678,12.247,11.008,8.091,10.311,5.47,2.824,1.702,7.956,4.431,6.521,7.024,12.198,11.619,11.644,9.454,12.21,6.458,4.217,2.631,41360,8.063,7.568,10.276,9.03,15.099,12.851,10.384,6.77,8.462,4.533,1.487,0.81
35050,Leeds--Grenville--Thousand Islands and Rideau Lakes,7.98,7.02,8.361,8.802,14.608,13.158,10.524,7.642,9.152,4.543,2.362,1.71,8.122,4.93,6.284,6.458,13.102,13.102,11.165,9.228,12.556,5.738,3.092,2.62,42505,7.846,8.987,10.316,11.022,16.033,13.21,9.928,6.129,5.929,3.423,1.67,0.859
35051,London--Fanshawe,10.259,7.081,9.243,9.113,15.204,12.747,10.642,7.397,7.516,3.281,1.229,0.622,10.575,5.787,7.108,7.419,13.206,12.229,11.789,8.868,9.974,4.52,1.911,0.988,49890,9.952,8.288,11.235,10.684,17.068,13.219,9.571,6.033,5.221,2.125,0.591,0.281
35052,London North Centre,10.047,7.788,8.867,9.003,14.571,10.836,9.184,6.291,8.029,5.036,2.827,2.988,10.781,6.617,7.973,7.744,13.755,9.977,9.111,6.168,9.205,5.99,3.809,4.759,51665,9.368,8.874,9.697,10.171,15.33,11.642,9.262,6.407,6.949,4.142,1.916,1.345
35053,London West,9.491,6.614,7.447,7.707,12.89,10.728,9.864,7.329,10.467,6.619,3.169,2.821,9.485,5.249,6.479,6.142,11.271,9.855,10.138,8.2,11.892,7.666,4.367,4.389,51915,9.496,7.82,8.302,9.092,14.321,11.49,9.612,6.549,9.207,5.692,2.109,1.425
35054,Markham--Stouffville,10.56,6.217,6.886,7.1,10.491,9.608,9.147,7.659,10.831,7.48,3.945,4.666,11.049,4.431,5.471,5.53,9.09,8.624,8.182,8.063,12.398,9.102,5.901,7.25,44835,10.104,7.873,8.208,8.576,11.799,10.527,10.048,7.293,9.379,5.955,2.13,2.253
35055,Markham--Thornhill,14.703,7.965,10.087,9.627,12.168,9.668,7.052,5.465,6.912,4.04,2.058,2.703,15.327,6.582,8.71,9.052,12.007,9.608,7.043,5.779,7.492,4.892,2.576,4.006,43690,14.099,9.304,11.433,10.185,12.325,9.728,7.073,5.161,6.34,3.216,1.545,1.442
35056,Markham--Unionville,14.898,7.587,8.009,8.015,9.668,8.402,6.772,5.587,8.578,6.438,3.823,5.019,14.488,6.232,6.78,7,9.354,7.793,6.195,5.634,9.561,7.476,5.39,7.5,44280,15.278,8.853,9.146,8.954,9.948,8.966,7.294,5.533,7.678,5.477,2.371,2.733
35057,Milton,9.113,6.065,5.966,4.899,9.738,9.799,10.279,9.281,13.67,8.199,3.985,4.503,8.192,4.423,3.893,3.971,7.148,8.441,8.939,9.905,16.15,11.509,6.152,7.164,33520,10.009,7.622,7.95,5.773,12.202,11.083,11.545,8.681,11.292,5.027,1.894,1.954
35058,Mississauga Centre,13.151,7.027,8.429,8.54,11.506,9.877,9.594,7.476,8.535,4.565,2.23,1.866,12.773,5.392,6.975,7.589,10.545,9.723,10.035,8.203,10.608,5.705,3.009,2.873,51095,13.504,8.553,9.805,9.424,12.408,10.021,9.179,6.781,6.576,3.493,1.497,0.92
