Geo_Code,FED_Name,NoDiplomaPct,HighSchoolDiplomaOrEquivalentPct,PostsecondaryCertificateDiplomaOrDegreePct,ApprenticeshipOrTradesCertificateOrDiplomaPct,CollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,UniversityCertificateOrDiplomaBelowBachelorLevelPct,UniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,BachelorDegreePct,UniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct,MaleNoDiplomaPct,MaleHighSchoolDiplomaOrEquivalentPct,MalePostsecondaryCertificateDiplomaOrDegreePct,MaleApprenticeshipOrTradesCertificateOrDiplomaPct,MaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,MaleUniversityCertificateOrDiplomaBelowBachelorLevelPct,MaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,MaleBachelorDegreePct,MaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct,FemaleNoDiplomaPct,FemaleHighSchoolDiplomaOrEquivalentPct,FemalePostsecondaryCertificateDiplomaOrDegreePct,FemaleApprenticeshipOrTradesCertificateOrDiplomaPct,FemaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,FemaleUniversityCertificateOrDiplomaBelowBachelorLevelPct,FemaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,FemaleBachelorDegreePct,FemaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct
10001,Avalon,24.331,23.446,52.223,15.288,22.051,2.849,12.034,8.413,3.629,24.658,22.043,53.33,20.72,19.628,2.769,10.198,6.784,3.415,24.038,24.799,51.192,10.124,24.36,2.911,13.782,9.949,3.833
10002,Bonavista--Burin--Trinity,38.403,22.229,39.36,14.708,17.078,2.074,5.508,3.419,2.089,37.953,19.053,43.009,20.749,16.094,1.48,4.655,2.713,1.958,38.856,25.315,35.83,8.838,18.035,2.651,6.306,4.104,2.202
10003,Coast of Bays--Central--Notre Dame,37.318,23.054,39.621,13.139,16.385,2.387,7.717,5.345,2.372,38.024,21.639,40.353,17.355,14.009,1.767,7.208,4.503,2.72,36.649,24.408,38.943,9.162,18.635,2.96,8.185,6.143,2.057
10004,Labrador,29.651,19.878,50.471,16.981,20.49,2.473,10.528,7.654,2.873,29.357,17.987,52.656,23.672,18.919,2.423,7.689,5.172,2.516,30,21.81,48.238,10.19,22.095,2.524,13.429,10.143,3.238
10005,Long Range Mountains,34.011,22.696,43.293,13.139,18.417,2.542,9.195,5.915,3.293,34.02,21.483,44.497,18.102,16.377,1.906,8.098,4.87,3.242,33.998,23.809,42.18,8.519,20.313,3.146,10.215,6.875,3.327
10006,St. John's East,14.921,23.248,61.838,9.804,19.808,4.024,28.21,16.752,11.458,15.615,23.253,61.148,12.622,17.158,3.533,27.804,15.846,11.973,14.296,23.227,62.477,7.205,22.236,4.473,28.577,17.58,10.998
10007,St. John's South--Mount Pearl,18.542,25.853,55.612,10.761,22.981,4.143,17.726,12.32,5.399,18.884,26.08,55.021,14.547,20.252,4.029,16.208,10.841,5.351,18.226,25.639,56.134,7.413,25.381,4.257,19.083,13.629,5.454
11001,Cardigan,21.241,24.685,54.074,12.632,21.735,3.529,16.178,11.712,4.449,24.209,25.426,50.365,17.913,15.722,2.226,14.539,10.087,4.417,18.388,23.972,57.606,7.589,27.482,4.814,17.753,13.273,4.48
11002,Charlottetown,16.055,25.706,58.221,7.422,21.513,4.527,24.776,16.091,8.686,17.918,28.288,53.831,9.607,16.393,2.554,25.238,15.745,9.531,14.467,23.537,61.964,5.527,25.878,6.209,24.35,16.385,7.965
11003,Egmont,30.791,27.938,41.252,10.623,17.19,2.081,11.358,7.536,3.804,36.657,25.056,38.288,14.27,12.305,1.557,10.156,7.042,3.076,25.287,30.643,44.035,7.2,21.774,2.574,12.452,8,4.487
11004,Malpeque,19.183,26.723,54.094,11.257,23.759,3.384,15.729,10.766,4.945,21.552,27.443,51.006,15.912,19.109,2.478,13.506,8.19,5.316,16.924,26.002,57.04,6.817,28.16,4.214,17.814,13.224,4.591
12001,Cape Breton--Canso,26.729,23.039,50.233,15.335,18.387,4.171,12.331,8.421,3.919,27.595,21.71,50.695,23.312,14.517,2.959,9.923,6.523,3.4,25.925,24.28,49.81,7.921,21.995,5.301,14.577,10.19,4.387
12002,Central Nova,25.224,23.589,51.194,12.985,20.608,3.206,14.396,9.009,5.386,27.21,23.022,49.768,17.362,17.378,2.483,12.546,7.464,5.098,23.345,24.122,52.518,8.875,23.64,3.886,16.133,10.46,5.657
12003,Cumberland--Colchester,27.128,25.546,47.319,12.46,20.081,3.156,11.629,7.15,4.48,29.535,24.973,45.477,17.079,14.99,2.672,10.72,6.343,4.377,24.912,26.069,49.005,8.2,24.757,3.571,12.463,7.89,4.573
12004,Dartmouth--Cole Harbour,16.615,25.572,57.819,10.196,20.976,4.426,22.221,15.212,7.003,16.572,25.629,57.814,13.835,18.516,4.306,21.156,14.266,6.876,16.654,25.509,57.837,6.955,23.162,4.545,23.162,16.046,7.104
12005,Halifax,12.99,24.058,62.952,6.704,13.977,3.864,38.401,23.084,15.324,12.962,25.222,61.816,9.149,11.664,3.734,37.257,21.938,15.332,13.015,22.978,63.995,4.467,16.114,3.983,39.431,24.128,15.303
12006,Halifax West,13.139,22.459,64.401,8.159,18.843,4.82,32.594,21.889,10.712,13.66,23.352,62.989,10.533,16.286,4.145,32.025,21.065,10.96,12.674,21.637,65.675,6.041,21.124,5.409,33.101,22.638,10.476
12007,Kings--Hants,24.494,24.393,51.113,12.236,19.882,3.194,15.794,10.039,5.762,27.102,24.094,48.804,15.927,16.318,2.632,13.912,8.197,5.73,22.059,24.665,53.275,8.776,23.2,3.733,17.552,11.748,5.804
12008,Sackville--Preston--Chezzetcook,18.84,25.475,55.685,13.169,22.287,3.569,16.667,11.435,5.232,20.177,25.567,54.271,17.482,19.794,2.931,14.05,9.735,4.315,17.565,25.376,57.058,9.05,24.673,4.18,19.17,13.061,6.108
12009,South Shore--St. Margarets,27.187,22.107,50.707,12.712,19.962,3.195,14.844,9.561,5.283,29.633,20.932,49.422,16.115,16.959,2.792,13.544,8.389,5.155,24.835,23.211,51.954,9.427,22.849,3.583,16.094,10.7,5.394
12010,Sydney--Victoria,25.975,24.642,49.391,13.852,17.136,4.765,13.638,8.642,4.988,26.069,23.966,49.947,20.13,13.91,3.486,12.421,7.656,4.765,25.889,25.237,48.89,8.288,19.975,5.898,14.698,9.514,5.184
12011,West Nova,30.099,21.813,48.088,13.109,21.144,2.954,10.888,6.77,4.118,33.408,21.339,45.268,16.397,16.697,1.917,10.273,6.334,3.938,27.059,22.25,50.705,10.088,25.235,3.911,11.457,7.186,4.284
13001,Acadie--Bathurst,37.215,20.369,42.408,13.55,15.065,3.362,10.431,7.57,2.854,40.107,18.129,41.779,17.816,13.205,2.223,8.535,6.028,2.507,34.422,22.551,43.042,9.433,16.877,4.47,12.277,9.07,3.207
13002,Beausejour,28.012,23.883,48.112,10.535,20.379,2.482,14.709,10.37,4.347,29.113,24.365,46.523,14.168,18.11,1.781,12.479,7.974,4.52,26.951,23.398,49.651,6.987,22.61,3.151,16.902,12.71,4.192
13003,Fredericton,15.635,27.728,56.629,7.683,17.833,3.266,27.84,18.206,9.634,16.403,28.779,54.817,10.347,14.219,2.556,27.695,16.945,10.734,14.934,26.733,58.333,5.214,21.202,3.943,27.99,19.396,8.593
13004,Fundy Royal,20.649,28.948,50.411,11.592,21.269,2.65,14.892,10.685,4.215,22.261,26.666,51.074,17.13,18.488,1.926,13.514,9.488,4.026,19.111,31.132,49.757,6.239,23.935,3.348,16.22,11.838,4.397
13005,Madawaska--Restigouche,32.019,23.793,44.178,13.939,15.976,2.837,11.435,8.064,3.37,31.516,24.083,44.401,17.925,14.062,2.02,10.394,6.57,3.824,32.494,23.52,43.986,10.178,17.765,3.608,12.435,9.474,2.961
13006,Miramichi--Grand Lake,30.81,28.177,41.003,13.006,17.584,1.995,8.408,5.785,2.633,32.445,26.907,40.648,17.658,14.828,1.128,7.014,4.389,2.646,29.248,29.384,41.348,8.623,20.198,2.797,9.73,7.108,2.622
13007,Moncton--Riverview--Dieppe,18.515,27.344,54.134,8.234,21.645,3.746,20.508,14.441,6.06,19.429,28.416,52.169,10.485,19.627,2.897,19.118,13.071,6.048,17.706,26.394,55.913,6.198,23.46,4.509,21.745,15.674,6.071
13008,New Brunswick Southwest,22.076,30.176,47.748,12.466,19.239,2.316,13.738,9.674,4.055,24.206,28.467,47.308,16.953,16.43,1.981,11.907,8.037,3.869,20.032,31.797,48.189,8.16,21.933,2.618,15.477,11.245,4.232
13009,Saint John--Rothesay,21.195,30.67,48.127,10.345,19.315,2.69,15.77,10.828,4.949,21.217,29.045,49.739,15.861,17.081,2.408,14.388,9.333,5.055,21.165,32.111,46.711,5.473,21.305,2.954,16.993,12.15,4.829
13010,Tobique--Mactaquac,25.784,29.138,45.078,12.525,17.696,2.943,11.914,8.402,3.511,27.282,29.069,43.631,16.312,14.561,2.341,10.398,7.218,3.198,24.351,29.187,46.463,8.903,20.677,3.52,13.346,9.552,3.794
24001,Abitibi--Baie-James--Nunavik--Eeyou,39.246,17.783,42.971,19.275,11.84,3.076,8.772,6.399,2.373,39.832,16.3,43.884,24.908,10.122,2.08,6.774,4.618,2.156,38.641,19.328,42.031,13.531,13.578,4.094,10.828,8.219,2.609
24002,Abitibi--Temiscamingue,30.053,18.87,51.077,20.802,15.396,3.672,11.208,8.532,2.676,32.533,16.38,51.086,26.54,13.395,2.543,8.584,6.256,2.328,27.536,21.373,51.079,15.004,17.416,4.812,13.846,10.831,3.015
24003,Ahuntsic-Cartierville,18.209,19.119,62.666,9.543,15.901,6.487,30.735,18.232,12.508,17.068,18.996,63.925,11.038,15.116,5.681,32.079,18.555,13.524,19.289,19.235,61.487,8.144,16.636,7.231,29.477,17.93,11.558
24004,Alfred-Pellan,19.59,23.948,56.455,14.978,17.56,5.843,18.074,12.288,5.779,19.715,23.221,57.064,18.279,15.92,5.206,17.673,10.872,6.8,19.474,24.624,55.902,11.927,19.095,6.446,18.446,13.615,4.832
24005,Argenteuil--La Petite-Nation,29.092,23.815,47.1,19.848,14.143,3.226,9.882,6.835,3.047,30.111,22.03,47.871,23.565,12.697,2.787,8.81,5.677,3.12,28.061,25.61,46.33,16.137,15.575,3.651,10.966,7.992,2.962
24006,Avignon--La Mitis--Matane--Matapedia,31.156,20.124,48.712,22.797,14.084,3.335,8.487,6.21,2.277,32.574,17.255,50.154,29.289,11.725,1.724,7.416,5.139,2.277,29.767,22.951,47.281,16.407,16.407,4.924,9.543,7.265,2.277
24007,Beauce,30.09,21.009,48.901,21.05,15.556,2.942,9.354,6.772,2.581,31.385,20.364,48.251,25.242,12.862,2.071,8.076,5.718,2.358,28.766,21.68,49.553,16.769,18.32,3.831,10.646,7.838,2.808
24008,Beauport--Limoilou,20.721,23.834,55.445,17.786,18.801,3.841,15.011,10.373,4.644,19.125,22.114,58.762,22.888,17.39,3.203,15.281,10.303,4.978,22.186,25.413,52.414,13.116,20.095,4.437,14.778,10.439,4.339
24009,Becancour--Nicolet--Saurel,26.828,21.746,51.433,21.262,17.212,3.617,9.342,6.686,2.649,27.582,19.775,52.643,27.16,14.578,2.483,8.447,5.44,2.995,26.08,23.698,50.234,15.41,19.833,4.74,10.24,7.92,2.306
24010,Bellechasse--Les Etchemins--Levis,21.649,21.579,56.761,20.563,17.833,4.164,14.201,9.603,4.598,22.572,19.456,57.983,26.018,15.305,3.479,13.18,8.654,4.514,20.765,23.645,55.59,15.26,20.293,4.819,15.207,10.527,4.68
24011,Beloeil--Chambly,17.258,22.4,60.336,17.2,19.605,5.165,18.371,12.632,5.733,18.808,21.414,59.778,21.098,17.582,4.393,16.717,10.689,6.016,15.76,23.364,60.875,13.436,21.57,5.912,19.968,14.497,5.46
24012,Berthier--Maskinonge,29.226,21.872,48.896,22.372,14.872,3.28,8.372,5.951,2.421,29.644,19.896,50.46,28.725,12.179,2.371,7.184,4.765,2.431,28.803,23.896,47.313,15.914,17.612,4.206,9.581,7.158,2.423
24013,Therese-De Blainville,19.149,23.184,57.673,15.72,18.281,4.71,18.956,13.545,5.418,20.3,22.026,57.674,19.075,15.953,4.242,18.403,12.765,5.651,18.05,24.277,57.673,12.516,20.503,5.157,19.497,14.302,5.208
24014,Pierre-Boucher--Les Patriotes--Vercheres,16.283,20.695,63.028,15.263,19.067,6.298,22.394,14.979,7.415,17.365,19.089,63.546,18.788,17.039,5.81,21.909,14.088,7.808,15.224,22.268,62.508,11.811,21.053,6.788,22.868,15.851,7.018
24015,Bourassa,31.294,24.134,44.578,14.759,13.209,4.593,12.004,7.775,4.229,29.702,23.751,46.533,16.413,12.657,4.241,13.222,8.321,4.888,32.683,24.468,42.849,13.327,13.691,4.901,10.953,7.286,3.655
24016,Brome--Missisquoi,23.778,24.623,51.605,16.592,14.737,4.627,15.643,9.667,5.976,25.101,22.27,52.641,20.333,13.127,4.069,15.1,8.739,6.373,22.476,26.927,50.585,12.909,16.311,5.188,16.178,10.592,5.598
24017,Brossard--Saint-Lambert,13.711,19.852,66.437,8.677,16.96,7.1,33.7,20.061,13.64,13.451,18.831,67.718,10.01,15.791,6.394,35.523,19.832,15.691,13.948,20.781,65.271,7.479,18.023,7.74,32.039,20.27,11.769
24018,Rimouski-Neigette--Temiscouata--Les Basques,24.93,19.667,55.395,19.146,17.596,4.113,14.54,9.719,4.82,26.829,17.619,55.567,24.206,15.258,2.783,13.305,8.336,4.999,23.12,21.65,55.244,14.284,19.843,5.377,15.712,11.049,4.663
24019,Charlesbourg--Haute-Saint-Charles,16.854,23.123,60.029,18.298,20.784,4.608,16.345,11.222,5.117,16.889,20.99,62.121,23.307,18.782,3.676,16.355,10.507,5.848,16.812,25.099,58.078,13.639,22.649,5.476,16.326,11.889,4.437
24020,Beauport--Cote-de-Beaupre--ile d'Orleans--Charlevoix,21.281,22.246,56.473,20.427,18.883,3.974,13.195,9.051,4.138,21.726,19.374,58.887,26.008,17.484,3.172,12.224,7.863,4.361,20.828,25.085,54.087,14.899,20.279,4.766,14.142,10.225,3.917
24021,Chateauguay--Lacolle,24.336,26.243,49.408,19.584,15.882,3.815,10.133,7.302,2.831,26.143,25.109,48.734,23.557,13.8,3.076,8.302,5.648,2.667,22.587,27.341,50.059,15.751,17.898,4.53,11.893,8.89,3.003
24022,Chicoutimi--Le Fjord,21.251,19.273,59.476,21.346,18.36,4.388,15.382,10.52,4.862,18.756,17.688,63.57,26.458,17.97,3.71,15.433,9.779,5.654,23.667,20.822,55.496,16.382,18.753,5.044,15.333,11.237,4.095
24023,Compton--Stanstead,23.559,22.08,54.36,20.847,15.809,3.32,14.385,9.033,5.345,25.266,21.407,53.315,25.241,12.761,2.357,12.969,7.596,5.373,21.836,22.749,55.416,16.42,18.9,4.305,15.803,10.498,5.317
24024,Dorval--Lachine--LaSalle,20.934,25.64,53.438,11.307,16.749,5.642,19.735,12.38,7.355,20.221,25.228,54.551,13.341,15.826,5.584,19.801,11.972,7.841,21.579,25.999,52.412,9.461,17.583,5.694,19.684,12.76,6.924
24025,Drummond,27.012,22.846,50.142,20.75,16.697,3.159,9.541,6.961,2.574,27.888,21.194,50.905,25.889,14.007,2.493,8.528,5.947,2.581,26.142,24.477,49.368,15.65,19.369,3.819,10.542,7.975,2.567
24026,Gaspesie--Les iles-de-la-Madeleine,35.904,19.88,44.223,18.777,13.981,3.138,8.334,5.795,2.531,37.943,17.873,44.184,23.887,11.133,2.166,7.028,4.711,2.317,33.946,21.815,44.239,13.897,16.705,4.068,9.583,6.847,2.75
24027,Gatineau,24.738,23.445,51.817,14.378,18.104,3.961,15.38,10.188,5.186,26.215,21.211,52.574,17.234,16.971,3.499,14.881,8.862,6.007,23.381,25.503,51.127,11.751,19.16,4.375,15.84,11.421,4.43
24028,Hochelaga,21.914,21.037,57.055,12.516,16.427,5.493,22.614,14.514,8.099,21.163,20.571,58.267,14.654,15.895,5.186,22.532,13.749,8.783,22.626,21.486,55.888,10.469,16.939,5.788,22.682,15.251,7.43
24029,Honore-Mercier,25.241,23.909,50.844,14.83,15.795,4.904,15.315,10.607,4.708,24.485,23.925,51.577,17.909,14.475,4.401,14.793,9.73,5.075,25.909,23.892,50.199,12.145,16.955,5.33,15.769,11.381,4.399
24030,Hull--Aylmer,18.378,20.804,60.818,9.514,16.348,5.188,29.769,16.944,12.831,18.929,20.616,60.456,11.108,16.318,4.335,28.707,14.938,13.768,17.872,20.988,61.151,8.046,16.376,5.972,30.746,18.778,11.967
24031,Joliette,27.93,23.652,48.424,19.397,14.969,3.814,10.238,7.419,2.825,28.436,21.867,49.697,24.909,12.4,2.861,9.539,6.667,2.873,27.426,25.375,47.187,14.065,17.452,4.735,10.912,8.134,2.778
24032,Jonquiere,20.543,18.903,60.568,25.661,19.868,3.885,11.153,8.115,3.038,18.669,17.291,64.04,32.103,18.132,3.072,10.719,7.729,3.004,22.397,20.523,57.08,19.215,21.598,4.711,11.584,8.512,3.072
24033,La Pointe-de-l'ile,26.046,24.099,49.866,16.643,14.883,4.649,13.685,9.589,4.091,25.348,22.736,51.904,19.978,14.45,4.015,13.473,9.104,4.381,26.67,25.327,48.014,13.623,15.276,5.236,13.878,10.04,3.838
24034,La Prairie,18.069,23.33,58.602,15.618,18.252,5.046,19.692,13.844,5.848,19.905,22.387,57.72,18.946,16.004,4.081,18.677,12.767,5.91,16.278,24.248,59.461,12.349,20.457,5.975,20.694,14.906,5.788
24035,Lac-Saint-Jean,25.358,19.307,55.341,25.671,16.646,3.483,9.546,7.263,2.284,25.06,17.156,57.783,31.743,15.013,2.512,8.526,6.187,2.339,25.656,21.481,52.851,19.51,18.297,4.466,10.577,8.35,2.239
24036,Lac-Saint-Louis,10.678,21.776,67.546,7.272,19.029,5.999,35.241,21.506,13.741,10.612,20.783,68.605,8.416,17.632,5.646,36.899,20.902,15.996,10.728,22.693,66.567,6.214,20.32,6.325,33.709,22.075,11.645
24037,LaSalle--emard--Verdun,24.333,22.528,53.139,11.75,14.72,4.567,22.1,13.421,8.679,23.641,22.255,54.104,13.988,13.609,4.311,22.196,13.313,8.883,24.952,22.766,52.282,9.739,15.727,4.8,22.016,13.52,8.496
24038,Laurentides--Labelle,24.673,21.463,53.864,20.172,14.82,5.093,13.773,9.06,4.713,26.597,18.983,54.399,24.656,12.296,4.372,13.085,8.126,4.948,22.778,23.89,53.331,15.77,17.301,5.813,14.437,9.967,4.47
24039,Laurier--Sainte-Marie,12.174,15.328,72.498,7.435,15.052,6.308,43.697,23.503,20.2,10.951,16.327,72.722,8.381,15.497,6.227,42.617,22.307,20.3,13.6,14.175,72.236,6.333,14.532,6.403,44.968,24.896,20.083
24040,Laval--Les iles,20.653,23.531,55.816,13.131,16.984,6.005,19.69,13.015,6.675,21.345,23.147,55.508,14.972,15.661,5.183,19.705,12.106,7.586,19.998,23.883,56.107,11.383,18.251,6.785,19.677,13.866,5.81
24041,Longueuil--Charles-LeMoyne,24.434,24.258,51.308,16.625,15.249,5.153,14.287,9.19,5.091,24.087,22.499,53.425,20.563,14.327,4.231,14.304,8.682,5.61,24.776,25.938,49.297,12.853,16.13,6.045,14.27,9.676,4.594
24042,Levis--Lotbiniere,17.007,20.113,62.88,19.488,20.71,4.704,17.972,12.654,5.324,17.888,19.097,63.026,24.506,18.423,3.652,16.446,11.177,5.269,16.104,21.142,62.743,14.42,23.037,5.756,19.529,14.161,5.38
24043,Longueuil--Saint-Hubert,21.733,20.41,57.857,15.501,16.347,5.984,20.024,12.86,7.158,21.596,19.619,58.773,18.691,14.895,5.025,20.161,12.244,7.918,21.848,21.132,57.02,12.587,17.674,6.86,19.899,13.435,6.475
24044,Louis-Hebert,8.447,17.332,74.221,9.302,20.425,6.698,37.797,20.931,16.86,7.989,15.145,76.866,11.775,18.49,5.346,41.255,20.991,20.276,8.846,19.29,71.853,7.087,22.168,7.897,34.69,20.889,13.812
24045,Louis-Saint-Laurent,15.171,22.728,62.101,17.318,21.25,4.334,19.193,13.324,5.863,14.536,21.758,63.706,22.269,19.262,3.541,18.635,12.551,6.084,15.787,23.642,60.571,12.601,23.144,5.089,19.726,14.061,5.664
24046,Manicouagan,32.329,19.961,47.703,19.585,15.99,3.006,9.122,6.783,2.345,32.062,18.449,49.475,25.678,14.035,2.162,7.613,5.335,2.265,32.603,21.512,45.872,13.322,17.994,3.872,10.684,8.256,2.441
24047,Megantic--L'erable,30.822,20.566,48.605,22.438,15.411,3.188,7.568,5.477,2.091,31.312,18.735,49.966,28.513,12.481,2.335,6.623,4.383,2.24,30.328,22.412,47.233,16.313,18.365,4.02,8.521,6.567,1.955
24048,Mirabel,23.755,23.063,53.182,22.233,16.675,3.805,10.468,7.717,2.751,24.947,22.32,52.733,27.153,14.029,3.16,8.39,5.912,2.479,22.547,23.816,53.636,17.247,19.357,4.459,12.574,9.547,3.027
24049,Montarville,14.237,21.644,64.118,13.27,19.551,6.195,25.116,16.583,8.527,14.759,20.325,64.916,16.519,17.76,5.784,24.84,15.619,9.221,13.732,22.878,63.378,10.189,21.242,6.57,25.364,17.493,7.884
24050,Montcalm,29.04,23.088,47.878,21.941,14.942,3.083,7.912,5.977,1.929,30.632,21.381,47.987,27.328,11.769,2.506,6.371,4.675,1.696,27.423,24.834,47.768,16.429,18.176,3.673,9.477,7.321,2.168
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,29.898,20.256,49.853,21.366,15.143,3.588,9.748,6.882,2.873,30.778,18.25,50.985,27.52,12.061,2.374,9.03,5.721,3.296,29.025,22.233,48.729,15.304,18.183,4.786,10.469,8.026,2.443
24052,Mount Royal,14.016,20.01,65.968,6.031,13.749,7.601,38.593,21.499,17.1,14.691,19.348,65.974,5.73,13.415,6.843,39.973,20.081,19.905,13.46,20.567,65.973,6.273,14.02,8.227,37.431,22.681,14.739
24053,Notre-Dame-de-Grace--Westmount,9.837,17.51,72.653,5.641,14.217,5.716,47.079,24.314,22.771,9.831,18.021,72.135,6.131,13.383,4.909,47.712,23.868,23.831,9.832,17.062,73.106,5.213,14.936,6.432,46.525,24.692,21.833
24054,Outremont,10.35,16.52,73.136,4.486,13.682,6.748,48.226,23.665,24.561,10.303,18.09,71.595,4.832,12.944,6.072,47.747,22.071,25.689,10.404,15.056,74.552,4.166,14.35,7.372,48.663,25.148,23.516
24055,Papineau,25.636,20.232,54.126,9.386,15.071,5.018,24.645,15.275,9.37,24.311,21.135,54.554,10.684,14.771,4.531,24.556,14.793,9.762,26.954,19.357,53.711,8.11,15.368,5.498,24.735,15.75,8.974
24056,Pierrefonds--Dollard,13.967,24.058,61.97,8.672,18.967,6.816,27.503,17.519,9.984,13.591,23.54,62.88,10.443,17.738,6.296,28.404,16.915,11.488,14.328,24.531,61.141,7.038,20.122,7.289,26.67,18.093,8.588
24057,Pontiac,23.01,20.019,56.972,15.026,16.812,4.01,21.118,13.059,8.066,26.195,18.237,55.58,18.968,15.174,3.144,18.271,10.568,7.703,19.806,21.815,58.379,11.048,18.451,4.881,23.987,15.555,8.432
24058,Portneuf--Jacques-Cartier,17.403,20.675,61.922,21.035,18.928,4.148,17.811,11.976,5.835,17.818,19.214,62.967,26.574,16.115,3.703,16.576,10.767,5.797,16.983,22.173,60.831,15.327,21.82,4.593,19.091,13.219,5.86
24059,Quebec,16.413,19.486,64.101,13.262,16.695,5.463,28.687,16.03,12.657,14.637,19.255,66.096,16.747,15.469,4.519,29.373,15.642,13.731,18.067,19.699,62.222,10.012,17.824,6.343,28.044,16.389,11.644
24060,Repentigny,20.918,24.088,55,19.031,17.862,5.068,13.039,9.429,3.61,21.479,23.095,55.426,23.667,15.217,4.242,12.288,8.417,3.872,20.371,25.024,54.594,14.664,20.361,5.834,13.757,10.381,3.365
24061,Richmond--Arthabaska,27.992,21.591,50.412,21.256,16.036,3.281,9.838,6.831,3.007,29.32,19.599,51.069,26.454,13.448,2.221,8.957,5.709,3.249,26.675,23.588,49.738,16.055,18.617,4.338,10.727,7.95,2.765
24062,Riviere-des-Mille-iles,20.683,25.105,54.212,16.099,18.577,4.86,14.689,10.236,4.446,21.526,24.085,54.377,19.387,16.63,4.55,13.811,9.211,4.599,19.9,26.067,54.057,12.987,20.401,5.141,15.505,11.203,4.313
24063,Riviere-du-Nord,27.176,22.922,49.908,20.825,15.855,3.748,9.48,6.709,2.771,28.041,21.092,50.867,25.652,13.535,3.372,8.308,5.676,2.644,26.329,24.69,48.993,16.175,18.096,4.111,10.611,7.695,2.905
24064,Rosemont--La Petite-Patrie,17.634,16.964,65.401,10.74,16.387,5.571,32.709,19.782,12.921,16.932,17.478,65.59,13.009,16.682,4.958,30.964,18.353,12.622,18.289,16.482,65.228,8.629,16.121,6.142,34.325,21.126,13.209
24065,Marc-Aurele-Fortin,17.892,22.899,59.209,14.282,18.165,6.25,20.506,14.217,6.289,18.448,22.073,59.466,17.374,16.112,5.908,20.086,13.802,6.284,17.356,23.688,58.956,11.377,20.093,6.572,20.901,14.606,6.282
24066,Saint-Hyacinthe--Bagot,30.142,22.588,47.265,18.798,15.349,3.66,9.452,6.744,2.72,32.482,21.384,46.134,22.435,12.538,3.016,8.146,5.368,2.778,27.856,23.775,48.369,15.247,18.106,4.301,10.727,8.076,2.651
24067,Saint-Jean,24.376,24.314,51.304,18.744,16.693,4.095,11.772,8.213,3.56,25.631,22.262,52.107,23.512,14.76,3.311,10.535,6.888,3.647,23.164,26.315,50.533,14.127,18.578,4.855,12.972,9.485,3.476
24068,Saint-Laurent,17.366,21.125,61.509,7.321,15.115,6.801,32.265,19.489,12.776,16.014,20.623,63.378,8.5,14.449,6.245,34.17,19.481,14.674,18.623,21.61,59.779,6.221,15.727,7.312,30.506,19.481,11.026
24069,Saint-Leonard--Saint-Michel,31.012,22.905,46.089,13.24,13.621,4.542,14.673,10.006,4.667,29.114,23.742,47.156,14.593,12.754,4.344,15.453,10.044,5.397,32.694,22.164,45.143,12.042,14.401,4.729,13.993,9.972,4.01
24070,Saint-Maurice--Champlain,26.414,21.201,52.379,22.7,16.935,3.86,8.884,6.589,2.29,24.908,19.333,55.77,29.581,14.508,3.314,8.379,5.684,2.695,27.913,23.069,49.029,15.872,19.357,4.402,9.398,7.499,1.899
24071,Salaberry--Suroit,28.651,23.552,47.797,20.831,15.579,3.138,8.254,5.86,2.395,29.418,21.852,48.729,26.168,12.924,2.427,7.223,4.567,2.644,27.907,25.2,46.893,15.646,18.165,3.828,9.254,7.113,2.13
24072,Shefford,27.764,24.833,47.408,17.805,15.621,3.259,10.724,7.42,3.305,28.868,23.278,47.854,22.118,13.292,2.656,9.789,6.205,3.584,26.677,26.358,46.964,13.578,17.895,3.861,11.641,8.611,3.03
24073,Sherbrooke,21.329,20.96,57.711,15.596,17.49,4.291,20.34,11.651,8.689,21.931,20.066,58.015,18.916,15.161,3.685,20.242,10.584,9.657,20.789,21.771,57.429,12.576,19.605,4.832,20.416,12.619,7.797
24074,Vaudreuil--Soulanges,15.928,24.748,59.324,14.671,19.214,5.036,20.398,14.048,6.356,16.517,23.9,59.583,18.245,17.381,4.469,19.477,12.82,6.669,15.361,25.571,59.079,11.214,20.979,5.585,21.302,15.249,6.064
24075,Terrebonne,22.321,24.062,53.618,20.847,17.081,4.417,11.273,8.478,2.795,23.287,22.292,54.421,25.387,15.465,3.875,9.682,6.731,2.963,21.37,25.777,52.852,16.437,18.658,4.945,12.813,10.171,2.642
24076,Trois-Rivieres,20.552,22.475,56.973,17.189,18.597,4.979,16.203,10.742,5.456,18.85,21.254,59.908,22.496,17.079,4.094,16.251,10.052,6.199,22.1,23.606,54.293,12.363,19.987,5.794,16.159,11.369,4.78
